Code,Subject,Descriptions
8A50204000000000,数学,〔数学〕|２ 各段階の目標及び内容
8A502a4000000000,数学,〔数学〕|○１段階
8A502a4100000000,数学,〔数学〕|○１段階|(1) 目標
8A502a4110000000,数学,〔数学〕|○１段階|(1) 目標|Ａ  数と計算
8A502a4111000000,数学,〔数学〕|○１段階|(1) 目標|Ａ  数と計算|ア ３位数程度の整数の概念について理解し，数に対する感覚を豊かにするとともに，加法，減法及び乗法の意味や性質について理解し，これらを計算することについての技能を身に付けるようにする。
8A502a4112000000,数学,〔数学〕|○１段階|(1) 目標|Ａ  数と計算|イ 数とその表現や数の関係に着目し，具体物や図などを用いて，数の表し方や計算の仕方などを筋道立てて考えたり，関連付けて考えたりする力を養う。
8A502a4113000000,数学,〔数学〕|○１段階|(1) 目標|Ａ  数と計算|ウ 数量に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさに気付き，そのことを生活や学習に活用しようとする態度を養う。
8A502a4120000000,数学,〔数学〕|○１段階|(1) 目標|Ｂ  図形
8A502a4121000000,数学,〔数学〕|○１段階|(1) 目標|Ｂ  図形|ア 三角形や四角形，箱の形などの基本的な図形について理解し，図形についての感覚を豊かにするとともに，図形を作図したり，構成したりすることなどについての技能を身に付けるようにする。
8A502a4122000000,数学,〔数学〕|○１段階|(1) 目標|Ｂ  図形|イ 三角形や四角形，箱の形などの基本的な図形を構成する要素に着目して，平面図形の特徴を捉えたり，身の回りの事象を図形の性質から関連付けて考えたりする力を養う。
8A502a4123000000,数学,〔数学〕|○１段階|(1) 目標|Ｂ  図形|ウ 図形に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさに気付き，そのことを生活や学習に活用しようとする態度を養う。
8A502a4130000000,数学,〔数学〕|○１段階|(1) 目標|Ｃ  測定
8A502a4131000000,数学,〔数学〕|○１段階|(1) 目標|Ｃ  測定|ア 身の回りにある長さ，体積，重さ及び時間の単位と測定の意味について理解し，量の大きさについての感覚を豊かにするとともに，それらを測定することについての技能を身に付けるようにする。
8A502a4132000000,数学,〔数学〕|○１段階|(1) 目標|Ｃ  測定|イ 身の回りの事象を量に着目して捉え，量の単位を用いて的確に表現する力を養う。
8A502a4133000000,数学,〔数学〕|○１段階|(1) 目標|Ｃ  測定|ウ 数量や図形に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさに気付き，そのことを生活や学習に活用しようとする態度を養う。
8A502a4140000000,数学,〔数学〕|○１段階|(1) 目標|Ｄ データの活用
8A502a4141000000,数学,〔数学〕|○１段階|(1) 目標|Ｄ データの活用|ア  身の回りにあるデータを分類整理して簡単な表やグラフに表したり， それらを問題解決において用いたりすることについての技能を身に付けるようにする。
8A502a4142000000,数学,〔数学〕|○１段階|(1) 目標|Ｄ データの活用|イ  身の回りの事象を，データの特徴に着目して捉え，簡潔に表現したり， 考察したりする力を養う。
8A502a4143000000,数学,〔数学〕|○１段階|(1) 目標|Ｄ データの活用|ウ データの活用に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさに気付き，そのことを生活や学習に活用しようとする態度を養う。
8A502a4200000000,数学,〔数学〕|○１段階|(2) 内容
8A502a4210000000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算
8A502a4211000000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4211100000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4211110000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 1000 までの数をいくつかの同じまとまりに分割したうえで数えたり，分類して数えたりすること。
8A502a4211120000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? ３位数の表し方について理解すること。
8A502a4211130000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 数を十や百を単位としてみるなど，数の相対的な大きさについて理解すること。
8A502a4211140000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? ３位数の数系列，順序，大小について，数直線上の目盛りを読んで理解したり，数を表したりすること。
8A502a4211150000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 一つの数をほかの数の積としてみるなど，ほかの数と関係付けてみること。
8A502a4211200000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4211210000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ア 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数のまとまりに着目し，考察する範囲を広げながら数の大きさの比べ方や数え方を考え，日常生活で生かすこと。
8A502a4212000000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4212100000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4212110000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? ２位数の加法及び減法について理解し，その計算ができること。また，それらの筆算の仕方について知ること。
8A502a4212120000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 簡単な場合について３位数の加法及び減法の計算の仕方を知ること。
8A502a4212130000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 加法及び減法に関して成り立つ性質について理解すること。
8A502a4212140000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 計算機を使って，具体的な生活場面における簡単な加法及び減法の計算ができること。
8A502a4212200000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4212210000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|イ 整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数量の関係に着目し，数を適用する範囲を広げ，計算に関して成り立つ性質や計算の仕方を見いだすとともに，日常生活で生かすこと。
8A502a4213000000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4213100000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4213110000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 乗法が用いられる場合や意味について知ること。
8A502a4213120000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 乗法が用いられる場面を式に表したり，式を読み取ったりすること。
8A502a4213130000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 乗法に関して成り立つ簡単な性質について理解すること。
8A502a4213140000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 乗法九九について知り，１位数と１位数との乗法の計算ができること。
8A502a4213200000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4213210000,数学,〔数学〕|○１段階|(2) 内容|Ａ 数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数量の関係に着目し，計算に関して成り立つ性質や計算の仕方を見いだすとともに，日常生活で生かすこと。
8A502a4220000000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形
8A502a4221000000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4221100000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4221110000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 直線について知ること。
8A502a4221120000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 三角形や四角形について知ること。
8A502a4221130000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 正方形，長方形及び直角三角形について知ること。
8A502a4221140000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 正方形や長方形で捉えられる箱の形をしたものについて理解し， それらを構成したり，分解したりすること。
8A502a4221150000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 直角，頂点，辺及び面という用語を用いて図形の性質を表現すること。
8A502a4221160000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 基本的な図形が分かり，その図形をかいたり，簡単な図表を作ったりすること。
8A502a4221170000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 正方形，長方形及び直角三角形をかいたり，作ったり，それらを使って平面に敷き詰めたりすること。
8A502a4221200000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4221210000,数学,〔数学〕|○１段階|(2) 内容|Ｂ  図形|ア  図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 図形を構成する要素に着目し，構成の仕方を考えるとともに，図形の性質を見いだし，身の回りのものの形を図形として捉えること。
8A502a4230000000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定
8A502a4231000000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4231100000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4231110000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 目盛の原点を対象の端に当てて測定すること。
8A502a4231120000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 長さの単位［ミリメートル（mm），センチメートル（cm），メートル（m），キロメートル（km）］や重さの単位［グラム（g），キログラム（kg）］について知り，測定の意味を理解すること。
8A502a4231130000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? かさの単位［ミリリットル（mL），デシリットル（dL），リットル（L）］について知り，測定の意味を理解すること。
8A502a4231140000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 長さ，重さ及びかさについて，およその見当を付け，単位を選択したり，計器を用いて測定したりすること。
8A502a4231200000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4231210000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|ア 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 身の回りのものの特徴に着目し，目的に適した単位で量の大きさを表現したり，比べたりすること。
8A502a4232000000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4232100000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4232110000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 時間の単位（秒）について知ること。
8A502a4232120000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 日常生活に必要な時刻や時間を求めること。
8A502a4232200000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4232210000,数学,〔数学〕|○１段階|(2) 内容|Ｃ  測定|イ 時刻や時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 時間の単位に着目し，簡単な時刻や時間の求め方を日常生活に生かすこと。
8A502a4240000000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用
8A502a4241000000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用|ア 身の回りにあるデータを簡単な表やグラフで表したり，読み取ったりすることに関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502a4241100000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用|ア 身の回りにあるデータを簡単な表やグラフで表したり，読み取ったりすることに関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502a4241110000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用|ア 身の回りにあるデータを簡単な表やグラフで表したり，読み取ったりすることに関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 身の回りにある数量を簡単な表やグラフに表したり，読み取ったりすること。
8A502a4241200000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用|ア 身の回りにあるデータを簡単な表やグラフで表したり，読み取ったりすることに関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502a4241210000,数学,〔数学〕|○１段階|(2) 内容|Ｄ データの活用|ア 身の回りにあるデータを簡単な表やグラフで表したり，読み取ったりすることに関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 身の回りの事象に関するデータを整理する観点に着目し，簡単な表やグラフを用いながら読み取ったり，考察したりすること。
8A502a4250000000,数学,〔数学〕|○１段階|(2) 内容|〔数学的活動〕
8A502a4251000000,数学,〔数学〕|○１段階|(2) 内容|〔数学的活動〕|ア 内容の「Ａ数と計算」，「Ｂ図形」，「Ｃ測定」及び「Ｄデータの活用」に示す学習については，次のような数学的活動に取り組むものとする。
8A502a4251100000,数学,〔数学〕|○１段階|(2) 内容|〔数学的活動〕|ア 内容の「Ａ数と計算」，「Ｂ図形」，「Ｃ測定」及び「Ｄデータの活用」に示す学習については，次のような数学的活動に取り組むものとする。|(ｱ) 日常生活の事象から見いだした数学の問題を，具体物や図，式などを用いて解決し，結果を確かめたり，日常生活に生かしたりする活動
8A502a4251200000,数学,〔数学〕|○１段階|(2) 内容|〔数学的活動〕|ア 内容の「Ａ数と計算」，「Ｂ図形」，「Ｃ測定」及び「Ｄデータの活用」に示す学習については，次のような数学的活動に取り組むものとする。|(ｲ) 問題解決した過程や結果を，具体物や図，式などを用いて表現し伝え合う活動
8A502b4000000000,数学,〔数学〕|○２段階
8A502b4100000000,数学,〔数学〕|○２段階|(1) 目標
8A502b4110000000,数学,〔数学〕|○２段階|(1) 目標|Ａ 数と計算
8A502b4111000000,数学,〔数学〕|○２段階|(1) 目標|Ａ 数と計算|ア 整数の概念や性質について理解を深め，数に対する感覚を豊かにするとともに，加法，減法，乗法及び除法の意味や性質について理解し，それらの計算ができるようにする。また，小数及び分数の意味や表し方について知り，数量とその関係を表したり読み取ったりすることができるようにすることについての技能を身に付けるようにする。
8A502b4112000000,数学,〔数学〕|○２段階|(1) 目標|Ａ 数と計算|イ 数を構成する単位に着目して，数の表し方やその数について考えたり， 扱う数の範囲を広げ，計算の仕方を見いだし，筋道立てて考えたりするとともに，日常生活の問題場面を数量に着目して捉え，処理した結果を場面をもとに振り返り，解釈及び判断する力を養う。
8A502b4113000000,数学,〔数学〕|○２段階|(1) 目標|Ａ 数と計算|ウ 数量に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさを理解し，そのことを生活や学習に活用しようとする態度を養う。
8A502b4120000000,数学,〔数学〕|○２段階|(1) 目標|Ｂ  図形
8A502b4121000000,数学,〔数学〕|○２段階|(1) 目標|Ｂ  図形|ア 二等辺三角形や正三角形などの基本的な図形や面積，角の大きさについて理解し，図形についての感覚を豊かにするとともに，図形を作図や構成したり，図形の面積や角の大きさを求めたりすることなどについての技能を身に付けるようにする。
8A502b4122000000,数学,〔数学〕|○２段階|(1) 目標|Ｂ  図形|イ 二等辺三角形や正三角形などの基本的な図形を構成する要素に着目して，平面図形の特徴を捉えたり，身の回りの事象を図形の性質から考察したりする力，図形を構成する要素に着目し，図形の計量について考察する力を養う。
8A502b4123000000,数学,〔数学〕|○２段階|(1) 目標|Ｂ  図形|ウ 図形や数量に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさを理解し，そのことを生活や学習に活用しようとする態度を養う。
8A502b4130000000,数学,〔数学〕|○２段階|(1) 目標|Ｃ  変化と関係
8A502b4131000000,数学,〔数学〕|○２段階|(1) 目標|Ｃ  変化と関係|ア 二つの数量の関係や変化の様子を表や式，グラフで表すことについて理解するとともに，二つの数量の関係を割合によって比べることについての技能を身に付けるようにする。
8A502b4132000000,数学,〔数学〕|○２段階|(1) 目標|Ｃ  変化と関係|イ 伴って変わる二つの数量の関係に着目し，変化の特徴に気付き，二つの数量の関係を表や式，グラフを用いて考察したり，割合を用いて考察したりする力を養う。
8A502b4133000000,数学,〔数学〕|○２段階|(1) 目標|Ｃ  変化と関係|ウ 数量に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさを理解し，そのことを生活や学習に活用しようとする態度を養う。
8A502b4140000000,数学,〔数学〕|○２段階|(1) 目標|Ｄ データの活用
8A502b4141000000,数学,〔数学〕|○２段階|(1) 目標|Ｄ データの活用|ア データを表や棒グラフ，折れ線グラフで表す表し方や読み取り方を理解し，それらを問題解決における用い方についての技能を身に付けるようにする。
8A502b4142000000,数学,〔数学〕|○２段階|(1) 目標|Ｄ データの活用|イ 身の回りの事象について整理されたデータの特徴に着目し，事象を簡潔に表現したり，適切に判断したりする力を養う。
8A502b4143000000,数学,〔数学〕|○２段階|(1) 目標|Ｄ データの活用|ウ データの活用に進んで関わり，数学的に表現・処理するとともに，数学で学んだことのよさを理解し，そのことを生活や学習に活用しようとする態度を養う。
8A502b4200000000,数学,〔数学〕|○２段階|(2) 内容
8A502b4210000000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算
8A502b4211000000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502b4211100000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502b4211110000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? ４位数までの十進位取り記数法による数の表し方及び数の大小や順序について，理解すること。
8A502b4211120000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 10倍，100倍，1/10 の大きさの数及びその表し方について知ること。
8A502b4211130000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 数を千を単位としてみるなど，数の相対的な大きさについて理解を深めること。
8A502b4211200000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502b4211210000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ア  整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数のまとまりに着目し，考察する範囲を広げながら数の大きさの比べ方や数え方を考え，日常生活で生かすこと。
8A502b4212000000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502b4212100000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502b4212110000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? ３位数や４位数の加法及び減法の計算の仕方について理解し，計算ができること。また，それらの筆算についての仕方を知ること。
8A502b4212120000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 加法及び減法に関して成り立つ性質を理解すること。
8A502b4212130000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 計算機を使って，具体的な生活場面における加法及び減法の計算ができること。
8A502b4212200000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502b4212210000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|イ  整数の加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数量の関係に着目し，数の適用範囲を広げ，計算に関して成り立つ性質や計算の仕方を見いだすとともに，日常生活で生かすこと。
8A502b4213000000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502b4213100000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502b4213110000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? １位数と１位数との乗法の計算ができ，それを適切に用いること。
8A502b4213120000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 交換法則や分配法則といった乗法に関して成り立つ性質を理解すること。
8A502b4213200000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。
8A502b4213210000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|ウ 整数の乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｲ) 次のような思考力，判断力，表現力等を身に付けること。|? 数量の関係に着目し，計算に関して成り立つ性質や計算の仕方を見いだすとともに，日常生活で生かすこと。
8A502b4214000000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|エ  整数の除法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
8A502b4214100000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|エ  整数の除法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。
8A502b4214110000,数学,〔数学〕|○２段階|(2) 内容|Ａ  数と計算|エ  整数の除法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。|(ｱ) 次のような知識及び技能を身に付けること。|? 除法が用いられる場合や意味について理解すること。
