教科等,No,学習指導要領テキスト,学習指導要領コード
印刷,1650,〔デジタル画像技術〕,8Eh6500000000000
印刷,1651,"１　目標
印刷に関する見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，地域や社会の健全で持続的な発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",8Eh6502000000000
印刷,1652,(1) デジタル画像技術について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Eh6502100000000
印刷,1653,(2) デジタル画像技術に関する課題を発見し，職業人としての倫理観をもって合理的かつ創造的に解決する力を養う。,8Eh6502200000000
印刷,1654,(3) デジタル画像技術について，よりよい社会の構築を目指して自ら学び，印刷産業の創造と発展に主体的かつ協働的に取り組む態度を養う。,8Eh6502300000000
印刷,1655,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Eh6503000000000
印刷,1656,〔指導項目〕,8Eh6503100000000
印刷,1657,(1) デジタル画像,8Eh6503110000000
印刷,1658,ア　デジタルデータの特徴,8Eh6503111000000
印刷,1659,イ　画像のデジタル化,8Eh6503112000000
印刷,1660,ウ　画像の記憶と再現,8Eh6503113000000
印刷,1661,(2) 画像入力機器,8Eh6503120000000
印刷,1662,ア　デジタルカメラ,8Eh6503121000000
印刷,1663,イ　スキャナー,8Eh6503122000000
印刷,1664,(3) デジタルデータ,8Eh6503130000000
印刷,1665,ア  画像データの形式と特徴,8Eh6503131000000
印刷,1666,イ　圧縮技術とインフラストラクチャー,8Eh6503132000000
印刷,1667,ウ　データ通信,8Eh6503133000000
印刷,1668,(4) 画像の作成と処理,8Eh6503140000000
印刷,1669,ア　ラスタデータ（形式）画像,8Eh6503141000000
印刷,1670,イ　ベクタデータ（形式）画像,8Eh6503142000000
印刷,1671,(5) デジタルデータ入稿,8Eh6503150000000
印刷,1672,ア　プリフライト,8Eh6503151000000
印刷,1673,イ　分版,8Eh6503152000000
印刷,1674,ウ　入稿用ＰＤＦ,8Eh6503153000000
印刷,1675,エ　カラー変換,8Eh6503154000000
印刷,1676,３　内容の取扱い,8Eh6505000000000
印刷,1677,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Eh6505100000000
印刷,1678,ア  指導に当たっては，「印刷情報技術」，「ＤＴＰ技術」及び「印刷総合実習」と関連させながら，コンピュータを活用し画像処理の基礎的な知識と技術を習得させること。,8Eh6505110000000
印刷,1679,イ　生徒の実態や興味・関心に応じ，関連ソフトウェアの積極的な活用を図り，表現として画像データを実践的に印刷として応用できるよう知識と技術の習得を図ること。,8Eh6505120000000
印刷,1680,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Eh6505200000000
印刷,1681,ア　〔指導項目〕の(1)については，ＡＤ変換における量子化や符号化と共にデータ量を表すバイトやビットなど文字と画像をデジタルデータとして扱う際の基礎的な知識について取り扱うこと。,8Eh6505210000000
印刷,1682,イ　〔指導項目〕の(2)については，入力機器の仕組みや構造を含め，光情報を電気信号に置き換える仕組みについて取り扱うこと。,8Eh6505220000000
印刷,1683,ウ　〔指導項目〕の(3) については，通信技術についても取り扱うこと。,8Eh6505230000000
印刷,1684,エ　〔指導項目〕の(4)のアについては，画像サイズ，線数，解像度，色分解， アンシャープマスク等にも触れること。,8Eh6505240000000
印刷,1685,〔印刷総合実習〕,8Eh7500000000000
印刷,1686,"１　目標
印刷に関する見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，地域や社会の健全で持続的な発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",8Eh7502000000000
印刷,1687,(1) 印刷の各工程について，体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Eh7502100000000
印刷,1688,(2) 印刷技術や印刷産業に関する課題を発見し，職業人としての倫理観をもって合理的かつ創造的に解決する力を養う。,8Eh7502200000000
印刷,1689,(3) 印刷技術や印刷産業について，よりよい社会の構築を目指して自ら学び， 印刷産業の創造と発展に主体的かつ協働的に取り組む態度を養う。,8Eh7502300000000
印刷,1690,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Eh7503000000000
印刷,1691,〔指導項目〕,8Eh7503100000000
印刷,1692,(1) 要素実習,8Eh7503110000000
印刷,1693,(2) 総合実習,8Eh7503120000000
印刷,1694,３　内容の取扱い,8Eh7505000000000
印刷,1695,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Eh7505100000000
印刷,1696,ア　指導に当たっては，安全に配慮するとともに生徒の興味・関心，進路希望等に応じて実習内容を重点化することや生徒に実習内容を選択させることなど弾力的に取り扱うこと。,8Eh7505110000000
印刷,1697,イ　指導に当たっては，情報機器の積極的な活用を図りながら，印刷技術に関する基礎・基本が習得できるよう，他の印刷に関する科目との関連を図ること。,8Eh7505120000000
印刷,1698,ウ  指導に当たっては，印刷に関する伝統的な技術・技能を扱うとともに， 安全衛生や技術者としての倫理，環境及びエネルギーヘの配慮などについて，総合的に理解させること。,8Eh7505130000000
印刷,1699,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Eh7505200000000
印刷,1700,ア　〔指導項目〕の(1)の実習においては，関連機械の仕組みや構造，機械の点検整備や保守管理，印刷用紙や印刷インク，製本に関する知識や技術も併せて取り扱うこと。,8Eh7505210000000
印刷,1701,イ　〔指導項目〕の(2)については，(1)の個々の要素技術を総合化し，企画から納品までの流れを総合的に理解できるよう留意すること。,8Eh7505220000000
印刷,1702,ウ　〔指導項目〕の(2)については，地域の企業等の協力を得るなどし，印刷に関する先端的技術に関わる施設設備の見学を含め，インターンシップ等体験的な実習に取り組めるよう工夫すること。,8Eh7505230000000
印刷,1703,〔課題研究〕,8Eh8500000000000
印刷,1704,"１　目標
印刷の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，社会を支え産業の発展を担う職業人として必要な資質・能力を次のとおり育成することを目指す。",8Eh8502000000000
印刷,1705,(1) 印刷について体系的・系統的に理解するとともに，相互に関連付けられた技術を身に付けるようにする。,8Eh8502100000000
印刷,1706,(2) 印刷技術や印刷産業に関する課題を発見し，印刷産業に携わる者として解決策を探究し，科学的な根拠に基づき創造的に解決する力を養う。,8Eh8502200000000
印刷,1707,(3) 課題を解決する力の向上を目指して自ら学び，印刷産業の発展や社会貢献に主体的かつ協働的に取り組む態度を養う。,8Eh8502300000000
印刷,1708,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Eh8503000000000
印刷,1709,〔指導項目〕,8Eh8503100000000
印刷,1710,(1) 調査，研究，実験,8Eh8503110000000
印刷,1711,(2) 作品制作,8Eh8503120000000
印刷,1712,(3) 産業現場等における実習,8Eh8503130000000
印刷,1713,(4) 職業資格の取得,8Eh8503140000000
印刷,1714,３　内容の取扱い,8Eh8505000000000
印刷,1715,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Eh8505100000000
印刷,1716,ア  生徒の興味・関心，進路指導等に応じて〔指導項目〕の(1)から(4)までの中から，個人又はグループで印刷に関する適切な課題を設定し，主体的かつ協働的に取り組む学習活動を通し，専門的な知識，技術などの深化・総合化を図り，印刷に関する課題の解決に取り組むことができるようにすること。なお，課題については，(1)から(4)までの２項目以上にまたがるものを設定することができること。,8Eh8505110000000
印刷,1717,イ　課題研究の成果について発表する機会を設けるようにすること。,8Eh8505120000000
印刷,1718,第３　各科目にわたる指導計画の作成と内容の取扱い,8Eh0300000000000
印刷,1719,１  指導計画の作成に当たっては，次の事項に配慮するものとする。,8Eh0300100000000
印刷,1720,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，生徒の主体的・対話的で深い学びの実現を図るようにすること。その際，印刷の見方・考え方を働かせ，見通しをもって実験・実習などを行い，科学的な根拠に基づき創造的に探究するなどの実践的・体験的な学習活動の充実を図ること。,8Eh0300110000000
印刷,1721,(2) 印刷に関する各学科においては，「印刷概論」及び「課題研究」を原則として全ての生徒に履修させること。,8Eh0300120000000
印刷,1722,(3) 印刷に関する各学科においては，原則として印刷科に属する科目に配当する総授業時数の 10 分の５以上を実習に配当すること。,8Eh0300130000000
印刷,1723,(4) 地域や産業界等との連携・交流を通じた実践的な学習活動や就業体験活動を積極的に取り入れるとともに，社会人講師を積極的に活用するなどの工夫に努めること。,8Eh0300140000000
印刷,1724,(5) 「印刷製版技術」，「ＤＴＰ技術」，「デジタル画像技術」については，学校や地域の実態などを考慮して適切な指導内容を設定し，重点的に取り扱うこと。,8Eh0300150000000
印刷,1725,(6) 「課題研究」については，年間指導計画に定めるところに従い，学校や地域の実態，生徒の興味・関心，進路希望などを考慮し，必要に応じて弾力的に授業時間を配当することができること。,8Eh0300160000000
印刷,1726,２　内容の取扱いに当たっては，次の事項に配慮するものとする。,8Eh0300200000000
印刷,1727,(1) 情報メディアや印刷物に関する課題を明確化して解決するための主体的な情報収集や意見交換を積極的に取り入れ，科学的な根拠に基づいて論理的に説明する言語活動に関わる学習活動を一層重視すること。また，印刷に関する知識と技術の定着と概念の深化を図るため，体験したことや解決方法などを説明するなどの言語活動を取り入れること。,8Eh0300210000000
印刷,1728,(2) コンピュータや情報通信ネットワークなどを積極的に活用し，学習の効果を高めるよう工夫すること。また，情報の信頼性や信憑性を見極めたり，確保したりする能力の育成を図るとともに，知的財産権や個人情報の保護をはじめ，科学的な理解に基づく情報モラルの育成を図ること。,8Eh0300220000000
印刷,1729,３　実習を行うに当たっては，関連する法規等に従い，施設・設備や薬品等の安全管理に配慮し，学習環境を整えるとともに，事故防止や環境保全の指導を徹底し，安全と衛生に十分留意するものとする。また，廃液などの処理についても，十分留意するものとする。,8Eh0300300000000
理容・美容,1730,第７款　理容・美容,8Ei0000000000000
理容・美容,1731,"第１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容を通じ，公衆衛生の向上に寄与する職業人として必要な資質・能力を次のとおり育成することを目指す。",8Ei0100000000000
理容・美容,1732,(1) 理容・美容について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei0100100000000
理容・美容,1733,(2) 理容・美容に関する課題を発見し，職業人に求められる倫理感を踏まえ合理的かつ創造的に解決する力を養う。,8Ei0100200000000
理容・美容,1734,(3) 職業人として必要な豊かな人間性を育み，よりよい社会の構築を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei0100300000000
理容・美容,1735,第２　各科目,8Ei0500000000000
理容・美容,1736,〔関係法規・制度〕,8Ei1500000000000
理容・美容,1737,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容の実践に必要な資質・能力を次のとおり育成することを目指す。",8Ei1502000000000
理容・美容,1738,(1) 理容・美容の関係法規・制度について体系的・系統的に理解するようにする。,8Ei1502100000000
理容・美容,1739,(2) 理容・美容の関係法規・制度に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei1502200000000
理容・美容,1740,(3) 理容・美容の関係法規・制度について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei1502300000000
理容・美容,1741,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei1503000000000
理容・美容,1742,〔指導項目〕,8Ei1503100000000
理容・美容,1743,(1) 衛生行政,8Ei1503110000000
理容・美容,1744,ア　衛生行政の仕組みと意義,8Ei1503111000000
理容・美容,1745,イ　保健所の組織と活動,8Ei1503112000000
理容・美容,1746,(2) 理容師法と美容師法,8Ei1503120000000
理容・美容,1747,ア　沿革と目的,8Ei1503121000000
理容・美容,1748,イ　理容師及び美容師の資格,8Ei1503122000000
理容・美容,1749,ウ　理容所及び美容所の開設,8Ei1503123000000
理容・美容,1750,エ　罰則規定,8Ei1503124000000
理容・美容,1751,(3) その他の関係法規,8Ei1503130000000
理容・美容,1752,ア　生活衛生関係営業の運営の適正化及び振興に関する法律,8Ei1503131000000
理容・美容,1753,イ　消費者保護関係法規,8Ei1503132000000
理容・美容,1754,ウ　理容師法と美容師法との違い,8Ei1503133000000
理容・美容,1755,３　内容の取扱い,8Ei1505000000000
理容・美容,1756,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei1505100000000
理容・美容,1757,ア　〔指導項目〕の(1)及び(2)については，理容所や美容所，保健所の見学等を通して，理容師や美容師の役割や理容・美容業の意義についての自覚を促すようにすること。,8Ei1505110000000
理容・美容,1758,(2)   内容の範囲や程度については，次の事項に配慮するものとする。,8Ei1505200000000
理容・美容,1759,ア　〔指導項目〕の(1)については，衛生行政の組織のうち，特に，理容・美容業と関係の深い保健所の組織と活動を重点的に取り扱うこと。,8Ei1505210000000
理容・美容,1760,イ　〔指導項目〕の(2)については，特に理容師や美容師の業務上の遵守事項等について取り扱うこと。,8Ei1505220000000
理容・美容,1761,ウ　〔指導項目〕の(3) については，理容・美容の業務との関連を図り，関係法規の概要について取り扱うこと。,8Ei1505230000000
理容・美容,1762,〔衛生管理〕,8Ei2500000000000
理容・美容,1763,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業に必要な資質・能力を次のとおり育成することを目指す。",8Ei2502000000000
理容・美容,1764,(1) 理容・美容における衛生管理に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei2502100000000
理容・美容,1765,(2) 理容・美容における衛生管理に関する課題を発見し，理容・美容の職業倫理を踏まえて合理的かつ創造的に解決する力を養う。,8Ei2502200000000
理容・美容,1766,(3) 理容・美容における衛生管理について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei2502300000000
理容・美容,1767,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei2503000000000
理容・美容,1768,〔指導項目〕,8Ei2503100000000
理容・美容,1769,(1) 公衆衛生概説,8Ei2503110000000
理容・美容,1770,ア  公衆衛生の意義と歴史,8Ei2503111000000
理容・美容,1771,イ　保健所と理容・美容業,8Ei2503112000000
理容・美容,1772,(2) 環境衛生,8Ei2503120000000
理容・美容,1773,ア  環境衛生概論,8Ei2503121000000
理容・美容,1774,イ　環境衛生各論,8Ei2503122000000
理容・美容,1775,ウ  理容所及び美容所における環境衛生,8Ei2503123000000
理容・美容,1776,(3) 感染症,8Ei2503130000000
理容・美容,1777,ア  感染症の種類と発生原因,8Ei2503131000000
理容・美容,1778,イ　感染症の予防,8Ei2503132000000
理容・美容,1779,ウ  理容・美容と感染症,8Ei2503133000000
理容・美容,1780,(4) 衛生管理技術,8Ei2503140000000
理容・美容,1781,ア  消毒の意義と目的,8Ei2503141000000
理容・美容,1782,イ　消毒法の種類,8Ei2503142000000
理容・美容,1783,ウ  消毒法の実際,8Ei2503143000000
理容・美容,1784,３　内容の取扱い,8Ei2505000000000
理容・美容,1785,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei2505100000000
理容・美容,1786,ア　指導に当たっては，「保健」と関連させながら，理容・美容業における衛生措置の実際的な知識と技術の習得を図ること。,8Ei2505110000000
理容・美容,1787,イ　〔指導項目〕の(4)については，器具の消毒が，理容・美容の業務を衛生的に行う上で，特に重要なものであることから，実験・実習を通して，その意義を理解させ，消毒に関して必要な適切な技術などの習得に努めること。,8Ei2505120000000
理容・美容,1788,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei2505200000000
理容・美容,1789,ア　〔指導項目〕の(1)については，公衆衛生と理容・美容業との結び付き， 理容師や美容師の責務，保健所の業務などを重点的に取り扱うこと。,8Ei2505210000000
理容・美容,1790,イ　〔指導項目〕の(2)については，環境と健康，衣食住の衛生，廃棄物処理と環境保全などを重点的に取り扱うこと。,8Ei2505220000000
理容・美容,1791,ウ　〔指導項目〕の(3) については，感染症の種類など，理容・美容と関係の深い事項を重点的に取り扱うこと。,8Ei2505230000000
理容・美容,1792,エ　〔指導項目〕の(4)については，消毒器具の取扱い，消毒薬の保管方法などの概要を取り扱うこと。,8Ei2505240000000
理容・美容,1793,〔保健〕,8Ei3500000000000
理容・美容,1794,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業に必要な資質・能力を次のとおり育成することを目指す。",8Ei3502000000000
理容・美容,1795,(1) 理容・美容の保健に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei3502100000000
理容・美容,1796,(2) 理容・美容の保健に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei3502200000000
理容・美容,1797,(3) 理容・美容の保健について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei3502300000000
理容・美容,1798,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei3503000000000
理容・美容,1799,〔指導項目〕,8Ei3503100000000
理容・美容,1800,(1) 人体の構造と機能,8Ei3503110000000
理容・美容,1801,ア　人体の構造,8Ei3503111000000
理容・美容,1802,イ  人体の調整機能,8Ei3503112000000
理容・美容,1803,ウ　人体の骨格，筋,8Ei3503113000000
理容・美容,1804,エ　人体の神経機能,8Ei3503114000000
理容・美容,1805,(2) 皮膚及び皮膚付属器官の構造及び機能,8Ei3503120000000
理容・美容,1806,ア　構造,8Ei3503121000000
理容・美容,1807,イ  生理作用,8Ei3503122000000
理容・美容,1808,(3) 皮膚及び皮膚付属器官の保健衛生,8Ei3503130000000
理容・美容,1809,ア　皮膚に影響を及ぼす因子,8Ei3503131000000
理容・美容,1810,(4) 皮膚及び皮膚付属器官の疾患,8Ei3503140000000
理容・美容,1811,ア　疾患の種類，原因，症状,8Ei3503141000000
理容・美容,1812,イ  理容・美容で使用する香粧品とかぶれやアレルギーとの関連,8Ei3503142000000
理容・美容,1813,３　内容の取扱い,8Ei3505000000000
理容・美容,1814,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei3505100000000
理容・美容,1815,ア  指導に当たっては，各種の模型や標本の活用，映像等の工夫によって， 専門的な知識の習得を図ること。,8Ei3505110000000
理容・美容,1816,イ　〔指導項目〕の(2)から(4)までについては，「衛生管理」や「香粧品化学」と関連させながら，皮膚疾患とその感染経路，病原菌と消毒法及び予防法に関する的確な知識と技術を習得させること。,8Ei3505120000000
理容・美容,1817,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei3505200000000
理容・美容,1818,ア　〔指導項目〕の(1)については，施術の際に使う骨格及び筋についても， 各器官と関連させながら取り扱うこと。,8Ei3505210000000
理容・美容,1819,イ　〔指導項目〕の(2)については，皮膚及び皮膚付属器官の構造や生理作用の概要について取り扱うこと。,8Ei3505220000000
理容・美容,1820,ウ　〔指導項目〕の(3)については，毛髪の保健衛生について重点的に取り扱うこと。,8Ei3505230000000
理容・美容,1821,エ　〔指導項目〕の(4)については，皮膚及び皮膚付属器官に影響を与える因子， 香粧品との関連について重点的に取り扱うこと。,8Ei3505240000000
理容・美容,1822,〔香粧品化学〕,8Ei4500000000000
理容・美容,1823,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業に必要な資質・能力を次のとおり育成することを目指す。",8Ei4502000000000
理容・美容,1824,(1) 香粧品化学に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei4502100000000
理容・美容,1825,(2) 香粧品化学に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei4502200000000
理容・美容,1826,(3) 香粧品化学について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei4502300000000
理容・美容,1827,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei4503000000000
理容・美容,1828,〔指導項目〕,8Ei4503100000000
理容・美容,1829,(1) 香粧品に関する化学,8Ei4503110000000
理容・美容,1830,ア　物質の構造,8Ei4503111000000
理容・美容,1831,イ  化学反応と化合物,8Ei4503112000000
理容・美容,1832,ウ　水と金属,8Ei4503113000000
理容・美容,1833,エ  香粧品概論,8Ei4503114000000
理容・美容,1834,オ  香粧品の種類と原料,8Ei4503115000000
理容・美容,1835,カ  基礎香粧品の使用目的と取扱い,8Ei4503116000000
理容・美容,1836,３　内容の取扱い,8Ei4505000000000
理容・美容,1837,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei4505100000000
理容・美容,1838,ア　指導に当たっては，実験・実習や観察を重視するとともに，「保健」，｢ 理容実習」及び「美容実習」と関連させながら，実際的な知識の習得を図ること。,8Ei4505110000000
理容・美容,1839,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei4505200000000
理容・美容,1840,ア　〔指導項目〕の(1)については，溶液の性質，香粧品の原料，洗浄剤の種類等，香粧品に関する化学及び化粧品の成分の概要を取り扱うこと。,8Ei4505210000000
理容・美容,1841,〔文化論〕,8Ei5500000000000
理容・美容,1842,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業に必要な資質・能力を次のとおり育成することを目指す。",8Ei5502000000000
理容・美容,1843,(1) 理容・美容の文化に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei5502100000000
理容・美容,1844,(2) 理容・美容の文化に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei5502200000000
理容・美容,1845,(3) 理容・美容の文化について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei5502300000000
理容・美容,1846,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei5503000000000
理容・美容,1847,〔指導項目〕,8Ei5503100000000
理容・美容,1848,(1) 理容・美容文化史,8Ei5503110000000
理容・美容,1849,ア  理容・美容文化の歴史,8Ei5503111000000
理容・美容,1850,イ　理容・美容の変遷,8Ei5503112000000
理容・美容,1851,ウ  流行の影響,8Ei5503113000000
理容・美容,1852,(2) 服飾,8Ei5503120000000
理容・美容,1853,ア  服飾の歴史,8Ei5503121000000
理容・美容,1854,イ  理容・美容業と服飾,8Ei5503122000000
理容・美容,1855,３　内容の取扱い,8Ei5505000000000
理容・美容,1856,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei5505100000000
理容・美容,1857,ア　指導に当たっては，美的感覚，表現力，鑑賞力を養うために，芸術科等と関連させながら指導すること。また，生徒の興味・関心に即して，見学の機会を設けるなどして，ヘアスタイルを概括的に取り扱うこと。,8Ei5505110000000
理容・美容,1858,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei5505200000000
理容・美容,1859,ア　〔指導項目〕の(1)については，時代や地域を象徴するファッションについても取り扱うこと。,8Ei5505210000000
理容・美容,1860,イ　〔指導項目〕の(2)については，時代や地域を象徴する服飾を基に，その特徴や機能，ファッション性などの概要を取り扱うこと。,8Ei5505220000000
理容・美容,1861,〔理容・美容技術理論〕,8Ei6500000000000
理容・美容,1862,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業に必要な資質・能力を次のとおり育成することを目指す。",8Ei6502000000000
理容・美容,1863,(1) 理容・美容技術に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei6502100000000
理容・美容,1864,(2) 理容・美容技術に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei6502200000000
理容・美容,1865,(3) 理容・美容技術について，よりよい理容・美容の実践を目指して自ら学び， 人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei6502300000000
理容・美容,1866,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei6503000000000
理容・美容,1867,〔指導項目〕,8Ei6503100000000
理容・美容,1868,(1) 器具類の取扱い,8Ei6503110000000
理容・美容,1869,ア　種類と使用目的,8Ei6503111000000
理容・美容,1870,イ　形態と機能,8Ei6503112000000
理容・美容,1871,ウ  選定法と手入れ,8Ei6503113000000
理容・美容,1872,エ  理容所と美容所の設備・備品,8Ei6503114000000
理容・美容,1873,(2) 基礎技術,8Ei6503120000000
理容・美容,1874,ア  理容・美容技術の意義,8Ei6503121000000
理容・美容,1875,イ  理容・美容技術と人体各部の名称,8Ei6503122000000
理容・美容,1876,ウ　作業姿勢,8Ei6503123000000
理容・美容,1877,(3) 頭部，顔部及び頸部技術,8Ei6503130000000
理容・美容,1878,ア　ヘアデザインとカッティング,8Ei6503131000000
理容・美容,1879,イ　シャンプー技術とリンシング,8Ei6503132000000
理容・美容,1880,ウ　頭部マッサージとヘアトリートメント,8Ei6503133000000
理容・美容,1881,エ　ヘアセッティングの種類と特徴,8Ei6503134000000
理容・美容,1882,オ　理容のシェービング,8Ei6503135000000
理容・美容,1883,カ　顔面処置技術,8Ei6503136000000
理容・美容,1884,(4) 特殊技術,8Ei6503140000000
理容・美容,1885,ア  エステティック技術，ネイル技術など,8Ei6503141000000
理容・美容,1886,(5) 理容・美容デザイン,8Ei6503150000000
理容・美容,1887,ア  ヘアデザインの造形の意義と応用,8Ei6503151000000
理容・美容,1888,イ  色彩の原理と理容・美容における応用,8Ei6503152000000
理容・美容,1889,(6) 美容の和装技術,8Ei6503160000000
理容・美容,1890,ア　美容の和装技術,8Ei6503161000000
理容・美容,1891,３　内容の取扱い,8Ei6505000000000
理容・美容,1892,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Ei6505100000000
理容・美容,1893,ア  指導に当たっては，「理容実習」及び「美容実習」と関連させて取り扱うこと。また，理容所や美容所の施設等とその業務の見学や器具，用具類の操作等を通して，具体的に知識と技術を習得させること。,8Ei6505110000000
理容・美容,1894,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Ei6505200000000
理容・美容,1895,ア　〔指導項目〕の(1)については，理容・美容器具の正しい使い方，種類と特長及び理容所と美容所の設備・備品について取り扱うこと。,8Ei6505210000000
理容・美容,1896,イ　〔指導項目〕の(2)については，実際の業務において必要とされる理容師や美容師としての心構えや倫理観，衛生措置等の概要を取り扱うこと。,8Ei6505220000000
理容・美容,1897,ウ　〔指導項目〕の(3)については，基礎となるヘアデザインを中心に，各種頭部技術の概要について取り扱うこと。,8Ei6505230000000
理容・美容,1898,エ　〔指導項目〕の(5)については，色彩や造形の原理等，基礎的な内容を中心に，理容・美容と関連させながら取り扱うこと。,8Ei6505240000000
理容・美容,1899,オ　〔指導項目〕の(6)については，日本髪の由来や名称及びその特徴，着付け技術等に重点を置いて取り扱うこと。,8Ei6505250000000
理容・美容,1900,〔運営管理〕,8Ei7500000000000
理容・美容,1901,"１　目標
理容・美容の見方・考え方を働かせ，実践的・体験的な学習活動を行うことなどを通して，理容・美容業の運営管理に必要な資質・能力を次のとおり育成することを目指す。",8Ei7502000000000
理容・美容,1902,(1) 理容・美容業の運営管理に関する基礎的な知識について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Ei7502100000000
理容・美容,1903,(2) 理容・美容業の運営管理に関する課題を発見し，理容・美容の職業倫理を踏まえ合理的かつ創造的に解決する力を養う。,8Ei7502200000000
理容・美容,1904,(3) 理容・美容業の運営管理について，よりよい理容・美容の実践を目指して自ら学び，人々の公衆衛生の向上に主体的かつ協働的に取り組む態度を養う。,8Ei7502300000000
理容・美容,1905,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Ei7503000000000
理容・美容,1906,〔指導項目〕,8Ei7503100000000
理容・美容,1907,(1) 経営管理,8Ei7503110000000
理容・美容,1908,ア  経営戦略及び経営管理の基本,8Ei7503111000000
理容・美容,1909,イ　理容所・美容所の運営,8Ei7503112000000
