,教科等,No,学習指導要領テキスト,学習指導要領コード
2546,理科,2547,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，理科の学習過程の特質を踏まえ，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどの，問題を科学的に解決する学習活動の充実を図ること。,82603L0110000000
2547,理科,2548,(2) 各学年で育成を目指す思考力，判断力，表現力等については，該当学年において育成することを目指す力のうち，主なものを示したものであり，実際の指導に当たっては，他の学年で掲げている力の育成についても十分に配慮すること。,82603L0120000000
2548,理科,2549,(3) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82603L0130000000
2549,理科,2550,(4) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，理科の特質に応じて適切な指導をすること。,82603L0140000000
2550,理科,2551,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82603L0200000000
2551,理科,2552,(1) 問題を見いだし，予想や仮説，観察，実験などの方法について考えたり説明したりする学習活動，観察，実験の結果を整理し考察する学習活動，科学的な言葉や概念を使用して考えたり説明したりする学習活動などを重視することによって，言語活動が充実するようにすること。,82603L0210000000
2552,理科,2553,(2) 観察，実験などの指導に当たっては，指導内容に応じてコンピュータや情報通信ネットワークなどを適切に活用できるようにすること。また，第１章総則の第３の１の(3)のイに掲げるプログラミングを体験しながら論理的思考力を身に付けるための学習活動を行う場合には，児童の負担に配慮しつつ，例えば第２の各学年の内容の〔第６学年〕の「Ａ物質・エネルギー」の(4)における電気の性質や働きを利用した道具があることを捉える学習など，与えた条件に応じて動作していることを考察し，更に条件を変えることにより，動作が変化することについて考える場面で取り扱うものとする。,82603L0220000000
2553,理科,2554,(3) 生物，天気，川，土地などの指導に当たっては，野外に出掛け地域の自然に親しむ活動や体験的な活動を多く取り入れるとともに，生命を尊重し，自然環境の保全に寄与する態度を養うようにすること。,82603L0230000000
2554,理科,2555,(4) 天気，川，土地などの指導に当たっては，災害に関する基礎的な理解が図られるようにすること。,82603L0240000000
2555,理科,2556,(5) 個々の児童が主体的に問題解決の活動を進めるとともに，日常生活や他教科等との関連を図った学習活動，目的を設定し，計測して制御するという考え方に基づいた学習活動が充実するようにすること。,82603L0250000000
2556,理科,2557,(6) 博物館や科学学習センターなどと連携，協力を図りながら，それらを積極的に活用すること。,82603L0260000000
2557,理科,2558,３　観察，実験などの指導に当たっては，事故防止に十分留意すること。また，環境整備に十分配慮するとともに，使用薬品についても適切な措置をとるよう配慮すること。,82603L0300000000
2558,生活,2559,第５節　生活,82700A0000000000
2559,生活,2560,第１　目標具体的な活動や体験を通して，身近な生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。,82701A0000000000
2560,生活,2561,(1) 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴やよさ，それらの関わり等に気付くとともに，生活上必要な習慣や技能を身に付けるようにする。,82701A0100000000
2561,生活,2562,(2) 身近な人々，社会及び自然を自分との関わりで捉え，自分自身や自分の生活について考え，表現することができるようにする。,82701A0200000000
2562,生活,2563,(3) 身近な人々，社会及び自然に自ら働きかけ，意欲や自信をもって学んだり生活を豊かにしたりしようとする態度を養う。,82701A0300000000
2563,生活,2564,第２　各学年の目標及び内容,82702A0000000000
2564,生活,2565,〔第１学年及び第２学年〕,82702A0000000010
2565,生活,2566,１　目標　,82702A2000000000
2566,生活,2567,(1) 学校，家庭及び地域の生活に関わることを通して，自分と身近な人々，社会及び自然との関わりについて考えることができ，それらのよさやすばらしさ，自分との関わりに気付き，地域に愛着をもち自然を大切にしたり，集団や社会の一員として安全で適切な行動をしたりするようにする。,82702A2100000000
2567,生活,2568,(2) 身近な人々，社会及び自然と触れ合ったり関わったりすることを通して，それらを工夫したり楽しんだりすることができ，活動のよさや大切さに気付き，自分たちの遊びや生活をよりよくするようにする。,82702A2200000000
2568,生活,2569,(3) 自分自身を見つめることを通して，自分の生活や成長，身近な人々の支えについて考えることができ，自分のよさや可能性に気付き，意欲と自信をもって生活するようにする。,82702A2300000000
2569,生活,2570,２　内容１の資質・能力を育成するため，次の内容を指導する。,82702A3000000000
2570,生活,2571,〔学校，家庭及び地域の生活に関する内容〕,82702A3100000000
2571,生活,2572,(1) 学校生活に関わる活動を通して，学校の施設の様子や学校生活を支えている人々や友達，通学路の様子やその安全を守っている人々などについて考えることができ，学校での生活は様々な人や施設と関わっていることが分かり，楽しく安心して遊びや生活をしたり，安全な登下校をしたりしようとする。,82702A3110000000
2572,生活,2573,(2) 家庭生活に関わる活動を通して，家庭における家族のことや自分でできることなどについて考えることができ，家庭での生活は互いに支え合っていることが分かり，自分の役割を積極的に果たしたり，規則正しく健康に気を付けて生活したりしようとする。 ,82702A3120000000
2573,生活,2574,(3) 地域に関わる活動を通して，地域の場所やそこで生活したり働いたりしている人々について考えることができ，自分たちの生活は様々な人や場所と関わっていることが分かり，それらに親しみや愛着をもち，適切に接したり安全に生活したりしようとする。,82702A3130000000
2574,生活,2575,〔身近な人々，社会及び自然と関わる活動に関する内容〕,82702A3200000000
2575,生活,2576,(4) 公共物や公共施設を利用する活動を通して，それらのよさを感じたり働きを捉えたりすることができ，身の回りにはみんなで使うものがあることやそれらを支えている人々がいることなどが分かるとともに，それらを大切にし，安全に気を付けて正しく利用しようとする。,82702A3210000000
2576,生活,2577,(5) 身近な自然を観察したり，季節や地域の行事に関わったりするなどの活動を通して，それらの違いや特徴を見付けることができ，自然の様子や四季の変化，季節によって生活の様子が変わることに気付くとともに，それらを取り入れ自分の生活を楽しくしようとする。,82702A3220000000
2577,生活,2578,(6) 身近な自然を利用したり，身近にある物を使ったりするなどして遊ぶ活動を通して，遊びや遊びに使う物を工夫してつくることができ，その面白さや自然の不思議さに気付くとともに，みんなと楽しみながら遊びを創り出そうとする。,82702A3230000000
2578,生活,2579,(7) 動物を飼ったり植物を育てたりする活動を通して，それらの育つ場所，変化や成長の様子に関心をもって働きかけることができ，それらは生命をもっていることや成長していることに気付くとともに，生き物への親しみをもち，大切にしようとする。,82702A3240000000
2579,生活,2580,(8) 自分たちの生活や地域の出来事を身近な人々と伝え合う活動を通して，相手のことを想像したり伝えたいことや伝え方を選んだりすることができ，身近な人々と関わることのよさや楽しさが分かるとともに，進んで触れ合い交流しようとする。,82702A3250000000
2580,生活,2581,〔自分自身の生活や成長に関する内容〕,82702A3300000000
2581,生活,2582,(9) 自分自身の生活や成長を振り返る活動を通して，自分のことや支えてくれた人々について考えることができ，自分が大きくなったこと，自分でできるようになったこと，役割が増えたことなどが分かるとともに，これまでの生活や成長を支えてくれた人々に感謝の気持ちをもち，これからの成長への願いをもって，意欲的に生活しようとする。,82702A3310000000
2582,生活,2583,第３　指導計画の作成と内容の取扱い,82703A0000000000
2583,生活,2584,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,82703A0100000000
2584,生活,2585,(1) 年間や，単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，児童が具体的な活動や体験を通して，身近な生活に関わる見方・考え方を生かし，自分と地域の人々，社会及び自然との関わりが具体的に把握できるような学習活動の充実を図ることとし，校外での活動を積極的に取り入れること。,82703A0110000000
2585,生活,2586,(2) 児童の発達の段階や特性を踏まえ，２学年間を見通して学習活動を設定すること。,82703A0120000000
2586,生活,2587,(3) 第２の内容の(7)については，２学年間にわたって取り扱うものとし，動物や植物への関わり方が深まるよう継続的な飼育，栽培を行うようにすること。,82703A0130000000
2587,生活,2588,(4) 他教科等との関連を積極的に図り，指導の効果を高め，低学年における教育全体の充実を図り，中学年以降の教育へ円滑に接続できるようにするとともに，幼稚園教育要領等に示す幼児期の終わりまでに育ってほしい姿との関連を考慮すること。特に，小学校入学当初においては，幼児期における遊びを通した総合的な学びから他教科等における学習に円滑に移行し，主体的に自己を発揮しながら，より自覚的な学びに向かうことが可能となるようにすること。その際，生活科を中心とした合科的・関連的な指導や，弾力的な時間割の設定を行うなどの工夫をすること。,82703A0140000000
2588,生活,2589,(5) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82703A0150000000
2589,生活,2590,(6) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，生活科の特質に応じて適切な指導をすること。,82703A0160000000
2590,生活,2591,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82703A0200000000
2591,生活,2592,(1) 地域の人々，社会及び自然を生かすとともに，それらを一体的に扱うよう学習活動を工夫すること。,82703A0210000000
2592,生活,2593,(2) 身近な人々，社会及び自然に関する活動の楽しさを味わうとともに，それらを通して気付いたことや楽しかったことなどについて，言葉，絵，動作，劇化などの多様な方法により表現し，考えることができるようにすること。また，このように表現し，考えることを通して，気付きを確かなものとしたり，気付いたことを関連付けたりすることができるよう工夫すること。,82703A0220000000
2593,生活,2594,(3) 具体的な活動や体験を通して気付いたことを基に考えることができるようにするため，見付ける，比べる，たとえる，試す，見通す，工夫するなどの多様な学習活動を行うようにすること。,82703A0230000000
2594,生活,2595,(4) 学習活動を行うに当たっては，コンピュータなどの情報機器について，その特質を踏まえ，児童の発達の段階や特性及び生活科の特質などに応じて適切に活用するようにすること。,82703A0240000000
2595,生活,2596,(5) 具体的な活動や体験を行うに当たっては，身近な幼児や高齢者，障害のある児童生徒などの多様な人々と触れ合うことができるようにすること。,82703A0250000000
2596,生活,2597,(6) 生活上必要な習慣や技能の指導については，人，社会，自然及び自分自身に関わる学習活動の展開に即して行うようにすること。,82703A0260000000
2597,音楽,2598,第６節　音楽,8280000000000000
2598,音楽,2599,第１　目標表現及び鑑賞の活動を通して，音楽的な見方・考え方を働かせ，生活や社会の中の音や音楽と豊かに関わる資質・能力を次のとおり育成することを目指す。,8280100000000000
2599,音楽,2600,(1) 曲想と音楽の構造などとの関わりについて理解するとともに，表したい音楽表現をするために必要な技能を身に付けるようにする。,8280100000000000
2600,音楽,2601,(2) 音楽表現を工夫することや，音楽を味わって聴くことができるようにする。,8280100000000000
2601,音楽,2602,(3) 音楽活動の楽しさを体験することを通して，音楽を愛好する心情と音楽に対する感性を育むとともに，音楽に親しむ態度を養い，豊かな情操を培う。,8280100000000000
2602,音楽,2603,第２　各学年の目標及び内容　　,8280200000000000
2603,音楽,2604,〔第１学年及び第２学年〕,82802A0000000000
2604,音楽,2605,１　目標　,82802A2000000000
2605,音楽,2606,(1) 曲想と音楽の構造などとの関わりについて気付くとともに，音楽表現を楽しむために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。,82802A2100000000
2606,音楽,2607,(2) 音楽表現を考えて表現に対する思いをもつことや，曲や演奏の楽しさを見いだしながら音楽を味わって聴くことができるようにする。,82802A2200000000
2607,音楽,2608,(3) 楽しく音楽に関わり，協働して音楽活動をする楽しさを感じながら，身の回りの様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802A2300000000
2608,音楽,2609,２　内容,82802A3000000000
2609,音楽,2610,Ａ　表現,82802A3100000000
2610,音楽,2611,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3110000000
2611,音楽,2612,ア　歌唱表現についての知識や技能を得たり生かしたりしながら，曲想を感じ取って表現を工夫し，どのように歌うかについて思いをもつこと。,82802A3111000000
2612,音楽,2613,イ　曲想と音楽の構造との関わり，曲想と歌詞の表す情景や気持ちとの関わりについて気付くこと。,82802A3112000000
2613,音楽,2614,ウ　思いに合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802A3113000000
2614,音楽,2615,(ｱ) 範唱を聴いて歌ったり，階名で模唱したり暗唱したりする技能,82802A3113100000
2615,音楽,2616,(ｲ) 自分の歌声及び発音に気を付けて歌う技能,82802A3113200000
2616,音楽,2617,(ｳ) 互いの歌声や伴奏を聴いて，声を合わせて歌う技能,82802A3113300000
2617,音楽,2618,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3120000000
2618,音楽,2619,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲想を感じ取って表現を工夫し，どのように演奏するかについて思いをもつこと。,82802A3121000000
2619,音楽,2620,イ　次の(ｱ)及び(ｲ)について気付くこと。,82802A3122000000
2620,音楽,2621,(ｱ) 曲想と音楽の構造との関わり,82802A3122100000
2621,音楽,2622,(ｲ) 楽器の音色と演奏の仕方との関わり ,82802A3122200000
2622,音楽,2623,ウ　思いに合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802A3123000000
2623,音楽,2624,(ｱ) 範奏を聴いたり，リズム譜などを見たりして演奏する技能,82802A3123100000
2624,音楽,2625,(ｲ) 音色に気を付けて，旋律楽器及び打楽器を演奏する技能,82802A3123200000
2625,音楽,2626,(ｳ) 互いの楽器の音や伴奏を聴いて，音を合わせて演奏する技能,82802A3123300000
2626,音楽,2627,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802A3130000000
2627,音楽,2628,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802A3131000000
2628,音楽,2629,(ｱ) 音遊びを通して，音楽づくりの発想を得ること。,82802A3131100000
2629,音楽,2630,(ｲ) どのように音を音楽にしていくかについて思いをもつこと。,82802A3131200000
2630,音楽,2631,イ　次の(ｱ)及び(ｲ)について，それらが生み出す面白さなどと関わらせて気付くこと。,82802A3132000000
2631,音楽,2632,(ｱ) 声や身の回りの様々な音の特徴,82802A3132100000
2632,音楽,2633,(ｲ) 音やフレーズのつなげ方の特徴,82802A3132200000
2633,音楽,2634,ウ　発想を生かした表現や，思いに合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802A3133000000
2634,音楽,2635,(ｱ) 設定した条件に基づいて，即興的に音を選んだりつなげたりして表現する技能,82802A3133100000
2635,音楽,2636,(ｲ) 音楽の仕組みを用いて，簡単な音楽をつくる技能,82802A3133200000
2636,音楽,2637,Ｂ　鑑賞,82802A3200000000
2637,音楽,2638,(1) 鑑賞の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3210000000
2638,音楽,2639,ア　鑑賞についての知識を得たり生かしたりしながら，曲や演奏の楽しさを見いだし，曲全体を味わって聴くこと。,82802A3211000000
2639,音楽,2640,イ　曲想と音楽の構造との関わりについて気付くこと。,82802A3212000000
2640,音楽,2641,〔共通事項〕,82802A3300000000
2641,音楽,2642,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,82802A3310000000
2642,音楽,2643,ア　音楽を形づくっている要素を聴き取り，それらの働きが生み出すよさや面白さ，美しさを感じ取りながら，聴き取ったことと感じ取ったこととの関わりについて考えること。,82802A3311000000
2643,音楽,2644,イ　音楽を形づくっている要素及びそれらに関わる身近な音符，休符，記号や用語について，音楽における働きと関わらせて理解すること。,82802A3312000000
2644,音楽,2645,３　内容の取扱い,82802A5000000000
2645,音楽,2646,(1) 歌唱教材は次に示すものを取り扱う。,82802A5100000000
2646,音楽,2647,ア　主となる歌唱教材については，各学年ともイの共通教材を含めて，斉唱及び輪唱で歌う曲,82802A5110000000
2647,音楽,2648,イ　共通教材,82802A5120000000
2648,音楽,2649,〔第１学年〕,8280220000000000
2649,音楽,2650,「うみ」　　　　　　　（文部省唱歌）林柳波《はやしりゅうは》作詞　井上武士《いのうえたけし》作曲,8280220000000000
2650,音楽,2651,「かたつむり」　　　　（文部省唱歌）,8280220000000000
2651,音楽,2652,「日のまる」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8280220000000000
2652,音楽,2653,「ひらいたひらいた」　（わらべうた）,8280220000000000
2653,音楽,2654,〔第２学年〕,8280230000000000
2654,音楽,2655,「かくれんぼ」　　　　（文部省唱歌）林柳波《はやしりゅうは》作詞　下総皖一《しもふさかんいち》作曲,8280230000000000
2655,音楽,2656,「春がきた」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8280230000000000
2656,音楽,2657,「虫のこえ」　　　　　（文部省唱歌）,8280230000000000
2657,音楽,2658,「夕やけこやけ」　　　　中村雨紅《なかむらうこう》作詞　草川信《くさかわしん》作曲,8280230000000000
2658,音楽,2659,(2) 主となる器楽教材については，既習の歌唱教材を含め，主旋律に簡単なリズム伴奏や低声部などを加えた曲を取り扱う。,82802A5200000000
2659,音楽,2660,(3) 鑑賞教材は次に示すものを取り扱う。,82802A5300000000
2660,音楽,2661,ア　我が国及び諸外国のわらべうたや遊びうた，行進曲や踊りの音楽など体を動かすことの快さを感じ取りやすい音楽，日常の生活に関連して情景を思い浮かべやすい音楽など，いろいろな種類の曲,82802A5310000000
2661,音楽,2662,イ　音楽を形づくっている要素の働きを感じ取りやすく，親しみやすい曲,82802A5320000000
2662,音楽,2663,ウ　楽器の音色や人の声の特徴を捉えやすく親しみやすい，いろいろな演奏形態による曲,82802A5330000000
2663,音楽,2664,〔第３学年及び第４学年〕,82802C0000000000
2664,音楽,2665,１　目標　,82802C2000000000
2665,音楽,2666,(1) 曲想と音楽の構造などとの関わりについて気付くとともに，表したい音楽表現をするために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。　,82802C2100000000
2666,音楽,2667,(2) 音楽表現を考えて表現に対する思いや意図をもつことや，曲や演奏のよさなどを見いだしながら音楽を味わって聴くことができるようにする。,82802C2200000000
2667,音楽,2668,(3) 進んで音楽に関わり，協働して音楽活動をする楽しさを感じながら，様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802C2300000000
2668,音楽,2669,２　内容,82802C3000000000
2669,音楽,2670,Ａ　表現,82802C3100000000
2670,音楽,2671,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3110000000
2671,音楽,2672,ア　歌唱表現についての知識や技能を得たり生かしたりしながら，曲の特徴を捉えた表現を工夫し，どのように歌うかについて思いや意図をもつこと。,82802C3111000000
2672,音楽,2673,イ　曲想と音楽の構造や歌詞の内容との関わりについて気付くこと。　,82802C3112000000
2673,音楽,2674,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802C3113000000
2674,音楽,2675,(ｱ) 範唱を聴いたり，ハ長調の楽譜を見たりして歌う技能,82802C3113100000
2675,音楽,2676,(ｲ) 呼吸及び発音の仕方に気を付けて，自然で無理のない歌い方で歌う技能,82802C3113200000
2676,音楽,2677,(ｳ) 互いの歌声や副次的な旋律，伴奏を聴いて，声を合わせて歌う技能,82802C3113300000
2677,音楽,2678,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3120000000
2678,音楽,2679,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲の特徴を捉えた表現を工夫し，どのように演奏するかについて思いや意図をもつこと。,82802C3121000000
2679,音楽,2680,イ　次の(ｱ)及び(ｲ)について気付くこと。,82802C3122000000
2680,音楽,2681,(ｱ) 曲想と音楽の構造との関わり,82802C3122100000
2681,音楽,2682,(ｲ) 楽器の音色や響きと演奏の仕方との関わり,82802C3122200000
2682,音楽,2683,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802C3123000000
2683,音楽,2684,(ｱ) 範奏を聴いたり，ハ長調の楽譜を見たりして演奏する技能,82802C3123100000
2684,音楽,2685,(ｲ) 音色や響きに気を付けて，旋律楽器及び打楽器を演奏する技能,82802C3123200000
2685,音楽,2686,(ｳ) 互いの楽器の音や副次的な旋律，伴奏を聴いて，音を合わせて演奏する技能,82802C3123300000
2686,音楽,2687,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802C3130000000
2687,音楽,2688,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802C3131000000
2688,音楽,2689,(ｱ) 即興的に表現することを通して，音楽づくりの発想を得ること。,82802C3131100000
2689,音楽,2690,(ｲ) 音を音楽へと構成することを通して，どのようにまとまりを意識した音楽をつくるかについて思いや意図をもつこと。,82802C3131200000
2690,音楽,2691,イ　次の(ｱ)及び(ｲ)について，それらが生み出すよさや面白さなどと関わらせて気付くこと。　,82802C3132000000
2691,音楽,2692,(ｱ) いろいろな音の響きやそれらの組合せの特徴,82802C3132100000
2692,音楽,2693,(ｲ) 音やフレーズのつなげ方や重ね方の特徴,82802C3132200000
2693,音楽,2694,ウ　発想を生かした表現や，思いや意図に合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802C3133000000
2694,音楽,2695,(ｱ) 設定した条件に基づいて，即興的に音を選択したり組み合わせたりして表現する技能,82802C3133100000
2695,音楽,2696,(ｲ) 音楽の仕組みを用いて，音楽をつくる技能,82802C3133200000
2696,音楽,2697,Ｂ　鑑賞,82802C3200000000
2697,音楽,2698,(1) 鑑賞の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3210000000
2698,音楽,2699,ア　鑑賞についての知識を得たり生かしたりしながら，曲や演奏のよさなどを見いだし，曲全体を味わって聴くこと。　　,82802C3211000000
2699,音楽,2700,イ　曲想及びその変化と，音楽の構造との関わりについて気付くこと。,82802C3212000000
2700,音楽,2701,〔共通事項〕,82802C3300000000
2701,音楽,2702,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,82802C3310000000
2702,音楽,2703,ア　音楽を形づくっている要素を聴き取り，それらの働きが生み出すよさや面白さ，美しさを感じ取りながら，聴き取ったことと感じ取ったこととの関わりについて考えること。,82802C3311000000
2703,音楽,2704,イ　音楽を形づくっている要素及びそれらに関わる音符，休符，記号や用語について，音楽における働きと関わらせて理解すること。,82802C3312000000
2704,音楽,2705,３　内容の取扱い,82802C5000000000
2705,音楽,2706,(1) 歌唱教材は次に示すものを取り扱う。,82802C5100000000
2706,音楽,2707,ア　主となる歌唱教材については，各学年ともイの共通教材を含めて，斉唱及び簡単な合唱で歌う曲,82802C5110000000
2707,音楽,2708,イ　共通教材,82802C5120000000
2708,音楽,2709,〔第３学年〕,8280240000000000
2709,音楽,2710,「うさぎ」　　　　　（日本古謡）,8280240000000000
2710,音楽,2711,「茶つみ」　　　　　（文部省唱歌）,8280240000000000
2711,音楽,2712,「春の小川」　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8280240000000000
2712,音楽,2713,「ふじ山」　　　　　（文部省唱歌）巌谷小波《いわやさざなみ》作詞,8280240000000000
2713,音楽,2714,〔第４学年〕,8280250000000000
2714,音楽,2715,「さくらさくら」　　（日本古謡）,8280250000000000
2715,音楽,2716,「とんび」　　　　 　葛原《くずはら》しげる作詞　梁田貞《やなだただし》作曲,8280250000000000
2716,音楽,2717,「まきばの朝」　　　（文部省唱歌）船橋栄吉《ふなばしえいきち》作曲,8280250000000000
2717,音楽,2718,「もみじ」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8280250000000000
2718,音楽,2719,(2) 主となる器楽教材については，既習の歌唱教材を含め，簡単な重奏や合奏などの曲を取り扱う。,82802C5200000000
2719,音楽,2720,(3) 鑑賞教材は次に示すものを取り扱う。,82802C5300000000
2720,音楽,2721,ア　和楽器の音楽を含めた我が国の音楽，郷土の音楽，諸外国に伝わる民謡など生活との関わりを捉えやすい音楽，劇の音楽，人々に長く親しまれている音楽など，いろいろな種類の曲,82802C5310000000
2721,音楽,2722,イ　音楽を形づくっている要素の働きを感じ取りやすく，聴く楽しさを得やすい曲,82802C5320000000
2722,音楽,2723,ウ　楽器や人の声による演奏表現の違いを聴き取りやすい，独奏，重奏，独唱，重唱を含めたいろいろな演奏形態による曲,82802C5330000000
2723,音楽,2724,〔第５学年及び第６学年〕,82802D0000000000
2724,音楽,2725,１　目標　,82802D2000000000
2725,音楽,2726,(1) 曲想と音楽の構造などとの関わりについて理解するとともに，表したい音楽表現をするために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。,82802D2100000000
2726,音楽,2727,(2) 音楽表現を考えて表現に対する思いや意図をもつことや，曲や演奏のよさなどを見いだしながら音楽を味わって聴くことができるようにする。,82802D2200000000
2727,音楽,2728,(3) 主体的に音楽に関わり，協働して音楽活動をする楽しさを味わいながら，様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802D2300000000
2728,音楽,2729,２　内容,82802D3000000000
2729,音楽,2730,Ａ　表現,82802D3100000000
2730,音楽,2731,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802D3110000000
2731,音楽,2732,ア  歌唱表現についての知識や技能を得たり生かしたりしながら，曲の特徴にふさわしい表現を工夫し，どのように歌うかについて思いや意図をもつこと。,82802D3111000000
2732,音楽,2733,イ　曲想と音楽の構造や歌詞の内容との関わりについて理解すること。,82802D3112000000
2733,音楽,2734,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802D3113000000
2734,音楽,2735,(ｱ) 範唱を聴いたり，ハ長調及びイ短調の楽譜を見たりして歌う技能,82802D3113100000
2735,音楽,2736,(ｲ) 呼吸及び発音の仕方に気を付けて，自然で無理のない，響きのある歌い方で歌う技能,82802D3113200000
2736,音楽,2737,(ｳ) 各声部の歌声や全体の響き，伴奏を聴いて，声を合わせて歌う技能,82802D3113300000
2737,音楽,2738,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802D3120000000
2738,音楽,2739,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲の特徴にふさわしい表現を工夫し，どのように演奏するかについて思いや意図をもつこと。,82802D3121000000
2739,音楽,2740,イ　次の(ｱ)及び(ｲ)について理解すること。,82802D3122000000
2740,音楽,2741,(ｱ) 曲想と音楽の構造との関わり,82802D3122100000
2741,音楽,2742,(ｲ) 多様な楽器の音色や響きと演奏の仕方との関わり,82802D3122200000
2742,音楽,2743,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802D3123000000
2743,音楽,2744,(ｱ) 範奏を聴いたり，ハ長調及びイ短調の楽譜を見たりして演奏する技能,82802D3123100000
2744,音楽,2745,(ｲ) 音色や響きに気を付けて，旋律楽器及び打楽器を演奏する技能,82802D3123200000
2745,音楽,2746,(ｳ) 各声部の楽器の音や全体の響き，伴奏を聴いて，音を合わせて演奏する技能,82802D3123300000
2746,音楽,2747,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802D3130000000
2747,音楽,2748,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802D3131000000
2748,音楽,2749,(ｱ) 即興的に表現することを通して，音楽づくりの様々な発想を得ること。,82802D3131100000
2749,音楽,2750,(ｲ) 音を音楽へと構成することを通して，どのように全体のまとまりを意識した音楽をつくるかについて思いや意図をもつこと。,82802D3131200000
2750,音楽,2751,イ　次の(ｱ)及び(ｲ)について，それらが生み出すよさや面白さなどと関わらせて理解すること。　,82802D3132000000
2751,音楽,2752,(ｱ) いろいろな音の響きやそれらの組合せの特徴,82802D3132100000
2752,音楽,2753,(ｲ) 音やフレーズのつなげ方や重ね方の特徴,82802D3132200000
2753,音楽,2754,ウ　発想を生かした表現や，思いや意図に合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802D3133000000
2754,音楽,2755,(ｱ) 設定した条件に基づいて，即興的に音を選択したり組み合わせたりして表現する技能 ,82802D3133100000
