教科等,No,学習指導要領テキスト,学習指導要領コード
理科,2493,ア　次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2494,(ｱ) 力を加える位置や力の大きさを変えると，てこを傾ける働きが変わり，てこがつり合うときにはそれらの間に規則性があること。,8.26026E+15
理科,2495,(ｲ) 身の回りには，てこの規則性を利用した道具があること。,8.26026E+15
理科,2496,イ　てこの規則性について追究する中で，力を加える位置や力の大きさとてこの働きとの関係について，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2497,"(4) 電気の利用
発電や蓄電，電気の変換について，電気の量や働きに着目して，それらを多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2498,ア　次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2499,(ｱ) 電気は，つくりだしたり蓄えたりすることができること。,8.26026E+15
理科,2500,(ｲ) 電気は，光，音，熱，運動などに変換することができること。,8.26026E+15
理科,2501,(ｳ) 身の回りには，電気の性質や働きを利用した道具があること。,8.26026E+15
理科,2502,イ　電気の性質や働きについて追究する中で，電気の量と働きとの関係，発電や蓄電，電気の変換について，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2503,Ｂ　生命・地球,8.26026E+15
理科,2504,"(1) 人の体のつくりと働き
人や他の動物について，体のつくりと呼吸，消化，排出及び循環の働きに着目して，生命を維持する働きを多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2505,ア  次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2506,(ｱ) 体内に酸素が取り入れられ，体外に二酸化炭素などが出されていること。,8.26026E+15
理科,2507,(ｲ) 食べ物は，口，胃，腸などを通る間に消化，吸収され，吸収されなかった物は排出されること。,8.26026E+15
理科,2508,(ｳ) 血液は，心臓の働きで体内を巡り，養分，酸素及び二酸化炭素などを運んでいること。,8.26026E+15
理科,2509,(ｴ) 体内には，生命活動を維持するための様々な臓器があること。,8.26026E+15
理科,2510,イ　人や他の動物の体のつくりと働きについて追究する中で，体のつくりと呼吸，消化，排出及び循環の働きについて，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2511,"(2) 植物の養分と水の通り道
植物について，その体のつくり，体内の水などの行方及び葉で養分をつくる働きに着目して，生命を維持する働きを多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2512,ア　次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2513,(ｱ) 植物の葉に日光が当たるとでんぷんができること。,8.26026E+15
理科,2514,(ｲ) 根，茎及び葉には，水の通り道があり，根から吸い上げられた水は主に葉から蒸散により排出されること。,8.26026E+15
理科,2515,イ　植物の体のつくりと働きについて追究する中で，体のつくり，体内の水などの行方及び葉で養分をつくる働きについて，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2516,"(3) 生物と環境
生物と環境について，動物や植物の生活を観察したり資料を活用したりする中で，生物と環境との関わりに着目して，それらを多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2517,ア  次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2518,(ｱ) 生物は，水及び空気を通して周囲の環境と関わって生きていること。,8.26026E+15
理科,2519,(ｲ) 生物の間には，食う食われるという関係があること。,8.26026E+15
理科,2520,(ｳ) 人は，環境と関わり，工夫して生活していること。,8.26026E+15
理科,2521,イ　生物と環境について追究する中で，生物と環境との関わりについて，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2522,"(4) 土地のつくりと変化
土地のつくりと変化について，土地やその中に含まれる物に着目して，土地のつくりやでき方を多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2523,ア　次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2524,(ｱ) 土地は，礫《れき》，砂，泥，火山灰などからできており，層をつくって広がっているものがあること。また，層には化石が含まれているものがあること。,8.26026E+15
理科,2525,(ｲ) 地層は，流れる水の働きや火山の噴火によってできること。,8.26026E+15
理科,2526,(ｳ) 土地は，火山の噴火や地震によって変化すること。,8.26026E+15
理科,2527,イ　土地のつくりと変化について追究する中で，土地のつくりやでき方について，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2528,"(5) 月と太陽
月の形の見え方について，月と太陽の位置に着目して，それらの位置関係を多面的に調べる活動を通して，次の事項を身に付けることができるよう指導する。",8.26026E+15
理科,2529,ア　次のことを理解するとともに，観察，実験などに関する技能を身に付けること。,8.26026E+15
理科,2530,(ｱ) 月の輝いている側に太陽があること。また，月の形の見え方は，太陽と月との位置関係によって変わること。,8.26026E+15
理科,2531,イ　月の形の見え方について追究する中で，月の位置や形と太陽の位置との関係について，より妥当な考えをつくりだし，表現すること。,8.26026E+15
理科,2532,３　内容の取扱い,8.26027E+15
理科,2533,(1) 内容の「Ａ物質・エネルギー」の指導に当たっては，２種類以上のものづくりを行うものとする。,8.26027E+15
理科,2534,(2) 内容の「Ａ物質・エネルギー」の(4)のアの(ｱ)については，電気をつくりだす道具として，手回し発電機，光電池などを扱うものとする。,8.26027E+15
理科,2535,(3) 内容の「Ｂ生命・地球」の(1)については，次のとおり取り扱うものとする。,8.26027E+15
理科,2536,ア　アの(ｳ)については，心臓の拍動と脈拍とが関係することにも触れること。,8.26027E+15
理科,2537,イ　アの(ｴ)については，主な臓器として，肺，胃，小腸，大腸，肝臓，腎臓，心臓を扱うこと。,8.26027E+15
理科,2538,(4) 内容の「Ｂ生命・地球」の(3)については，次のとおり取り扱うものとする。,8.26027E+15
理科,2539,ア　アの(ｱ)については，水が循環していることにも触れること。,8.26027E+15
理科,2540,イ　アの(ｲ)については，水中の小さな生物を観察し，それらが魚などの食べ物になっていることに触れること。,8.26027E+15
理科,2541,(5) 内容の「Ｂ生命・地球」の(4)については，次のとおり取り扱うものとする。,8.26027E+15
理科,2542,ア　アの(ｲ)については，流れる水の働きでできた岩石として礫《れき》岩，砂岩，泥岩を扱うこと。,8.26027E+15
理科,2543,イ　アの(ｳ)については，自然災害についても触れること。,8.26027E+15
理科,2544,(6) 内容の「Ｂ生命・地球」の(5)のアの(ｱ)については，地球から見た太陽と月との位置関係で扱うものとする。,8.26027E+15
理科,2545,第３　指導計画の作成と内容の取扱い,82603L0000000000
理科,2546,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,82603L0100000000
理科,2547,(1) 単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，理科の学習過程の特質を踏まえ，理科の見方・考え方を働かせ，見通しをもって観察，実験を行うことなどの，問題を科学的に解決する学習活動の充実を図ること。,82603L0110000000
理科,2548,(2) 各学年で育成を目指す思考力，判断力，表現力等については，該当学年において育成することを目指す力のうち，主なものを示したものであり，実際の指導に当たっては，他の学年で掲げている力の育成についても十分に配慮すること。,82603L0120000000
理科,2549,(3) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82603L0130000000
理科,2550,(4) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，理科の特質に応じて適切な指導をすること。,82603L0140000000
理科,2551,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82603L0200000000
理科,2552,(1) 問題を見いだし，予想や仮説，観察，実験などの方法について考えたり説明したりする学習活動，観察，実験の結果を整理し考察する学習活動，科学的な言葉や概念を使用して考えたり説明したりする学習活動などを重視することによって，言語活動が充実するようにすること。,82603L0210000000
理科,2553,(2) 観察，実験などの指導に当たっては，指導内容に応じてコンピュータや情報通信ネットワークなどを適切に活用できるようにすること。また，第１章総則の第３の１の(3)のイに掲げるプログラミングを体験しながら論理的思考力を身に付けるための学習活動を行う場合には，児童の負担に配慮しつつ，例えば第２の各学年の内容の〔第６学年〕の「Ａ物質・エネルギー」の(4)における電気の性質や働きを利用した道具があることを捉える学習など，与えた条件に応じて動作していることを考察し，更に条件を変えることにより，動作が変化することについて考える場面で取り扱うものとする。,82603L0220000000
理科,2554,(3) 生物，天気，川，土地などの指導に当たっては，野外に出掛け地域の自然に親しむ活動や体験的な活動を多く取り入れるとともに，生命を尊重し，自然環境の保全に寄与する態度を養うようにすること。,82603L0230000000
理科,2555,(4) 天気，川，土地などの指導に当たっては，災害に関する基礎的な理解が図られるようにすること。,82603L0240000000
理科,2556,(5) 個々の児童が主体的に問題解決の活動を進めるとともに，日常生活や他教科等との関連を図った学習活動，目的を設定し，計測して制御するという考え方に基づいた学習活動が充実するようにすること。,82603L0250000000
理科,2557,(6) 博物館や科学学習センターなどと連携，協力を図りながら，それらを積極的に活用すること。,82603L0260000000
理科,2558,３　観察，実験などの指導に当たっては，事故防止に十分留意すること。また，環境整備に十分配慮するとともに，使用薬品についても適切な措置をとるよう配慮すること。,82603L0300000000
生活,2559,第５節　生活,82700A0000000000
生活,2560,"第１　目標
具体的な活動や体験を通して，身近な生活に関わる見方・考え方を生かし，自立し生活を豊かにしていくための資質・能力を次のとおり育成することを目指す。",82701A0000000000
生活,2561,(1) 活動や体験の過程において，自分自身，身近な人々，社会及び自然の特徴やよさ，それらの関わり等に気付くとともに，生活上必要な習慣や技能を身に付けるようにする。,82701A0100000000
生活,2562,(2) 身近な人々，社会及び自然を自分との関わりで捉え，自分自身や自分の生活について考え，表現することができるようにする。,82701A0200000000
生活,2563,(3) 身近な人々，社会及び自然に自ら働きかけ，意欲や自信をもって学んだり生活を豊かにしたりしようとする態度を養う。,82701A0300000000
生活,2564,第２　各学年の目標及び内容,82702A0000000000
生活,2565,〔第１学年及び第２学年〕,82702A0000000010
生活,2566,１　目標　,82702A2000000000
生活,2567,(1) 学校，家庭及び地域の生活に関わることを通して，自分と身近な人々，社会及び自然との関わりについて考えることができ，それらのよさやすばらしさ，自分との関わりに気付き，地域に愛着をもち自然を大切にしたり，集団や社会の一員として安全で適切な行動をしたりするようにする。,82702A2100000000
生活,2568,(2) 身近な人々，社会及び自然と触れ合ったり関わったりすることを通して，それらを工夫したり楽しんだりすることができ，活動のよさや大切さに気付き，自分たちの遊びや生活をよりよくするようにする。,82702A2200000000
生活,2569,(3) 自分自身を見つめることを通して，自分の生活や成長，身近な人々の支えについて考えることができ，自分のよさや可能性に気付き，意欲と自信をもって生活するようにする。,82702A2300000000
生活,2570,"２　内容
１の資質・能力を育成するため，次の内容を指導する。",82702A3000000000
生活,2571,〔学校，家庭及び地域の生活に関する内容〕,82702A3100000000
生活,2572,(1) 学校生活に関わる活動を通して，学校の施設の様子や学校生活を支えている人々や友達，通学路の様子やその安全を守っている人々などについて考えることができ，学校での生活は様々な人や施設と関わっていることが分かり，楽しく安心して遊びや生活をしたり，安全な登下校をしたりしようとする。,82702A3110000000
生活,2573,(2) 家庭生活に関わる活動を通して，家庭における家族のことや自分でできることなどについて考えることができ，家庭での生活は互いに支え合っていることが分かり，自分の役割を積極的に果たしたり，規則正しく健康に気を付けて生活したりしようとする。 ,82702A3120000000
生活,2574,(3) 地域に関わる活動を通して，地域の場所やそこで生活したり働いたりしている人々について考えることができ，自分たちの生活は様々な人や場所と関わっていることが分かり，それらに親しみや愛着をもち，適切に接したり安全に生活したりしようとする。,82702A3130000000
生活,2575,〔身近な人々，社会及び自然と関わる活動に関する内容〕,82702A3200000000
生活,2576,(4) 公共物や公共施設を利用する活動を通して，それらのよさを感じたり働きを捉えたりすることができ，身の回りにはみんなで使うものがあることやそれらを支えている人々がいることなどが分かるとともに，それらを大切にし，安全に気を付けて正しく利用しようとする。,82702A3210000000
生活,2577,(5) 身近な自然を観察したり，季節や地域の行事に関わったりするなどの活動を通して，それらの違いや特徴を見付けることができ，自然の様子や四季の変化，季節によって生活の様子が変わることに気付くとともに，それらを取り入れ自分の生活を楽しくしようとする。,82702A3220000000
生活,2578,(6) 身近な自然を利用したり，身近にある物を使ったりするなどして遊ぶ活動を通して，遊びや遊びに使う物を工夫してつくることができ，その面白さや自然の不思議さに気付くとともに，みんなと楽しみながら遊びを創り出そうとする。,82702A3230000000
生活,2579,(7) 動物を飼ったり植物を育てたりする活動を通して，それらの育つ場所，変化や成長の様子に関心をもって働きかけることができ，それらは生命をもっていることや成長していることに気付くとともに，生き物への親しみをもち，大切にしようとする。,82702A3240000000
生活,2580,(8) 自分たちの生活や地域の出来事を身近な人々と伝え合う活動を通して，相手のことを想像したり伝えたいことや伝え方を選んだりすることができ，身近な人々と関わることのよさや楽しさが分かるとともに，進んで触れ合い交流しようとする。,82702A3250000000
生活,2581,〔自分自身の生活や成長に関する内容〕,82702A3300000000
生活,2582,(9) 自分自身の生活や成長を振り返る活動を通して，自分のことや支えてくれた人々について考えることができ，自分が大きくなったこと，自分でできるようになったこと，役割が増えたことなどが分かるとともに，これまでの生活や成長を支えてくれた人々に感謝の気持ちをもち，これからの成長への願いをもって，意欲的に生活しようとする。,82702A3310000000
生活,2583,第３　指導計画の作成と内容の取扱い,82703A0000000000
生活,2584,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,82703A0100000000
生活,2585,(1) 年間や，単元など内容や時間のまとまりを見通して，その中で育む資質・能力の育成に向けて，児童の主体的・対話的で深い学びの実現を図るようにすること。その際，児童が具体的な活動や体験を通して，身近な生活に関わる見方・考え方を生かし，自分と地域の人々，社会及び自然との関わりが具体的に把握できるような学習活動の充実を図ることとし，校外での活動を積極的に取り入れること。,82703A0110000000
生活,2586,(2) 児童の発達の段階や特性を踏まえ，２学年間を見通して学習活動を設定すること。,82703A0120000000
生活,2587,(3) 第２の内容の(7)については，２学年間にわたって取り扱うものとし，動物や植物への関わり方が深まるよう継続的な飼育，栽培を行うようにすること。,82703A0130000000
生活,2588,(4) 他教科等との関連を積極的に図り，指導の効果を高め，低学年における教育全体の充実を図り，中学年以降の教育へ円滑に接続できるようにするとともに，幼稚園教育要領等に示す幼児期の終わりまでに育ってほしい姿との関連を考慮すること。特に，小学校入学当初においては，幼児期における遊びを通した総合的な学びから他教科等における学習に円滑に移行し，主体的に自己を発揮しながら，より自覚的な学びに向かうことが可能となるようにすること。その際，生活科を中心とした合科的・関連的な指導や，弾力的な時間割の設定を行うなどの工夫をすること。,82703A0140000000
生活,2589,(5) 障害のある児童などについては，学習活動を行う場合に生じる困難さに応じた指導内容や指導方法の工夫を計画的，組織的に行うこと。,82703A0150000000
生活,2590,(6) 第１章総則の第１の２の(2)に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，生活科の特質に応じて適切な指導をすること。,82703A0160000000
生活,2591,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,82703A0200000000
生活,2592,(1) 地域の人々，社会及び自然を生かすとともに，それらを一体的に扱うよう学習活動を工夫すること。,82703A0210000000
生活,2593,(2) 身近な人々，社会及び自然に関する活動の楽しさを味わうとともに，それらを通して気付いたことや楽しかったことなどについて，言葉，絵，動作，劇化などの多様な方法により表現し，考えることができるようにすること。また，このように表現し，考えることを通して，気付きを確かなものとしたり，気付いたことを関連付けたりすることができるよう工夫すること。,82703A0220000000
生活,2594,(3) 具体的な活動や体験を通して気付いたことを基に考えることができるようにするため，見付ける，比べる，たとえる，試す，見通す，工夫するなどの多様な学習活動を行うようにすること。,82703A0230000000
生活,2595,(4) 学習活動を行うに当たっては，コンピュータなどの情報機器について，その特質を踏まえ，児童の発達の段階や特性及び生活科の特質などに応じて適切に活用するようにすること。,82703A0240000000
生活,2596,(5) 具体的な活動や体験を行うに当たっては，身近な幼児や高齢者，障害のある児童生徒などの多様な人々と触れ合うことができるようにすること。,82703A0250000000
生活,2597,(6) 生活上必要な習慣や技能の指導については，人，社会，自然及び自分自身に関わる学習活動の展開に即して行うようにすること。,82703A0260000000
音楽,2598,第６節　音楽,8.28E+15
音楽,2599,"第１　目標
表現及び鑑賞の活動を通して，音楽的な見方・考え方を働かせ，生活や社会の中の音や音楽と豊かに関わる資質・能力を次のとおり育成することを目指す。",8.2801E+15
音楽,2600,(1) 曲想と音楽の構造などとの関わりについて理解するとともに，表したい音楽表現をするために必要な技能を身に付けるようにする。,8.2801E+15
音楽,2601,(2) 音楽表現を工夫することや，音楽を味わって聴くことができるようにする。,8.2801E+15
音楽,2602,(3) 音楽活動の楽しさを体験することを通して，音楽を愛好する心情と音楽に対する感性を育むとともに，音楽に親しむ態度を養い，豊かな情操を培う。,8.2801E+15
音楽,2603,第２　各学年の目標及び内容　　,8.2802E+15
音楽,2604,〔第１学年及び第２学年〕,82802A0000000000
音楽,2605,１　目標　,82802A2000000000
音楽,2606,(1) 曲想と音楽の構造などとの関わりについて気付くとともに，音楽表現を楽しむために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。,82802A2100000000
音楽,2607,(2) 音楽表現を考えて表現に対する思いをもつことや，曲や演奏の楽しさを見いだしながら音楽を味わって聴くことができるようにする。,82802A2200000000
音楽,2608,(3) 楽しく音楽に関わり，協働して音楽活動をする楽しさを感じながら，身の回りの様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802A2300000000
音楽,2609,２　内容,82802A3000000000
音楽,2610,Ａ　表現,82802A3100000000
音楽,2611,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3110000000
音楽,2612,ア　歌唱表現についての知識や技能を得たり生かしたりしながら，曲想を感じ取って表現を工夫し，どのように歌うかについて思いをもつこと。,82802A3111000000
音楽,2613,イ　曲想と音楽の構造との関わり，曲想と歌詞の表す情景や気持ちとの関わりについて気付くこと。,82802A3112000000
音楽,2614,ウ　思いに合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802A3113000000
音楽,2615,(ｱ) 範唱を聴いて歌ったり，階名で模唱したり暗唱したりする技能,82802A3113100000
音楽,2616,(ｲ) 自分の歌声及び発音に気を付けて歌う技能,82802A3113200000
音楽,2617,(ｳ) 互いの歌声や伴奏を聴いて，声を合わせて歌う技能,82802A3113300000
音楽,2618,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3120000000
音楽,2619,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲想を感じ取って表現を工夫し，どのように演奏するかについて思いをもつこと。,82802A3121000000
音楽,2620,イ　次の(ｱ)及び(ｲ)について気付くこと。,82802A3122000000
音楽,2621,(ｱ) 曲想と音楽の構造との関わり,82802A3122100000
音楽,2622,(ｲ) 楽器の音色と演奏の仕方との関わり ,82802A3122200000
音楽,2623,ウ　思いに合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802A3123000000
音楽,2624,(ｱ) 範奏を聴いたり，リズム譜などを見たりして演奏する技能,82802A3123100000
音楽,2625,(ｲ) 音色に気を付けて，旋律楽器及び打楽器を演奏する技能,82802A3123200000
音楽,2626,(ｳ) 互いの楽器の音や伴奏を聴いて，音を合わせて演奏する技能,82802A3123300000
音楽,2627,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802A3130000000
音楽,2628,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802A3131000000
音楽,2629,(ｱ) 音遊びを通して，音楽づくりの発想を得ること。,82802A3131100000
音楽,2630,(ｲ) どのように音を音楽にしていくかについて思いをもつこと。,82802A3131200000
音楽,2631,イ　次の(ｱ)及び(ｲ)について，それらが生み出す面白さなどと関わらせて気付くこと。,82802A3132000000
音楽,2632,(ｱ) 声や身の回りの様々な音の特徴,82802A3132100000
音楽,2633,(ｲ) 音やフレーズのつなげ方の特徴,82802A3132200000
音楽,2634,ウ　発想を生かした表現や，思いに合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802A3133000000
音楽,2635,(ｱ) 設定した条件に基づいて，即興的に音を選んだりつなげたりして表現する技能,82802A3133100000
音楽,2636,(ｲ) 音楽の仕組みを用いて，簡単な音楽をつくる技能,82802A3133200000
音楽,2637,Ｂ　鑑賞,82802A3200000000
音楽,2638,(1) 鑑賞の活動を通して，次の事項を身に付けることができるよう指導する。,82802A3210000000
音楽,2639,ア　鑑賞についての知識を得たり生かしたりしながら，曲や演奏の楽しさを見いだし，曲全体を味わって聴くこと。,82802A3211000000
音楽,2640,イ　曲想と音楽の構造との関わりについて気付くこと。,82802A3212000000
音楽,2641,〔共通事項〕,82802A3300000000
音楽,2642,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,82802A3310000000
音楽,2643,ア　音楽を形づくっている要素を聴き取り，それらの働きが生み出すよさや面白さ，美しさを感じ取りながら，聴き取ったことと感じ取ったこととの関わりについて考えること。,82802A3311000000
音楽,2644,イ　音楽を形づくっている要素及びそれらに関わる身近な音符，休符，記号や用語について，音楽における働きと関わらせて理解すること。,82802A3312000000
音楽,2645,３　内容の取扱い,82802A5000000000
音楽,2646,(1) 歌唱教材は次に示すものを取り扱う。,82802A5100000000
音楽,2647,ア　主となる歌唱教材については，各学年ともイの共通教材を含めて，斉唱及び輪唱で歌う曲,82802A5110000000
音楽,2648,イ　共通教材,82802A5120000000
音楽,2649,〔第１学年〕,8.28022E+15
音楽,2650,「うみ」　　　　　　　（文部省唱歌）林柳波《はやしりゅうは》作詞　井上武士《いのうえたけし》作曲,8.28022E+15
音楽,2651,「かたつむり」　　　　（文部省唱歌）,8.28022E+15
音楽,2652,「日のまる」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8.28022E+15
音楽,2653,「ひらいたひらいた」　（わらべうた）,8.28022E+15
音楽,2654,〔第２学年〕,8.28023E+15
音楽,2655,「かくれんぼ」　　　　（文部省唱歌）林柳波《はやしりゅうは》作詞　下総皖一《しもふさかんいち》作曲,8.28023E+15
音楽,2656,「春がきた」　　　　　（文部省唱歌）高野辰之《たかのたつゆき》作詞　岡野貞一《おかもとていいち》作曲,8.28023E+15
音楽,2657,「虫のこえ」　　　　　（文部省唱歌）,8.28023E+15
音楽,2658,「夕やけこやけ」　　　　中村雨紅《なかむらうこう》作詞　草川信《くさかわしん》作曲,8.28023E+15
音楽,2659,(2) 主となる器楽教材については，既習の歌唱教材を含め，主旋律に簡単なリズム伴奏や低声部などを加えた曲を取り扱う。,82802A5200000000
音楽,2660,(3) 鑑賞教材は次に示すものを取り扱う。,82802A5300000000
音楽,2661,ア　我が国及び諸外国のわらべうたや遊びうた，行進曲や踊りの音楽など体を動かすことの快さを感じ取りやすい音楽，日常の生活に関連して情景を思い浮かべやすい音楽など，いろいろな種類の曲,82802A5310000000
音楽,2662,イ　音楽を形づくっている要素の働きを感じ取りやすく，親しみやすい曲,82802A5320000000
音楽,2663,ウ　楽器の音色や人の声の特徴を捉えやすく親しみやすい，いろいろな演奏形態による曲,82802A5330000000
音楽,2664,〔第３学年及び第４学年〕,82802C0000000000
音楽,2665,１　目標　,82802C2000000000
音楽,2666,(1) 曲想と音楽の構造などとの関わりについて気付くとともに，表したい音楽表現をするために必要な歌唱，器楽，音楽づくりの技能を身に付けるようにする。　,82802C2100000000
音楽,2667,(2) 音楽表現を考えて表現に対する思いや意図をもつことや，曲や演奏のよさなどを見いだしながら音楽を味わって聴くことができるようにする。,82802C2200000000
音楽,2668,(3) 進んで音楽に関わり，協働して音楽活動をする楽しさを感じながら，様々な音楽に親しむとともに，音楽経験を生かして生活を明るく潤いのあるものにしようとする態度を養う。,82802C2300000000
音楽,2669,２　内容,82802C3000000000
音楽,2670,Ａ　表現,82802C3100000000
音楽,2671,(1) 歌唱の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3110000000
音楽,2672,ア　歌唱表現についての知識や技能を得たり生かしたりしながら，曲の特徴を捉えた表現を工夫し，どのように歌うかについて思いや意図をもつこと。,82802C3111000000
音楽,2673,イ　曲想と音楽の構造や歌詞の内容との関わりについて気付くこと。　,82802C3112000000
音楽,2674,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802C3113000000
音楽,2675,(ｱ) 範唱を聴いたり，ハ長調の楽譜を見たりして歌う技能,82802C3113100000
音楽,2676,(ｲ) 呼吸及び発音の仕方に気を付けて，自然で無理のない歌い方で歌う技能,82802C3113200000
音楽,2677,(ｳ) 互いの歌声や副次的な旋律，伴奏を聴いて，声を合わせて歌う技能,82802C3113300000
音楽,2678,(2) 器楽の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3120000000
音楽,2679,ア　器楽表現についての知識や技能を得たり生かしたりしながら，曲の特徴を捉えた表現を工夫し，どのように演奏するかについて思いや意図をもつこと。,82802C3121000000
音楽,2680,イ　次の(ｱ)及び(ｲ)について気付くこと。,82802C3122000000
音楽,2681,(ｱ) 曲想と音楽の構造との関わり,82802C3122100000
音楽,2682,(ｲ) 楽器の音色や響きと演奏の仕方との関わり,82802C3122200000
音楽,2683,ウ　思いや意図に合った表現をするために必要な次の(ｱ)から(ｳ)までの技能を身に付けること。,82802C3123000000
音楽,2684,(ｱ) 範奏を聴いたり，ハ長調の楽譜を見たりして演奏する技能,82802C3123100000
音楽,2685,(ｲ) 音色や響きに気を付けて，旋律楽器及び打楽器を演奏する技能,82802C3123200000
音楽,2686,(ｳ) 互いの楽器の音や副次的な旋律，伴奏を聴いて，音を合わせて演奏する技能,82802C3123300000
音楽,2687,(3) 音楽づくりの活動を通して，次の事項を身に付けることができるよう指導する。,82802C3130000000
音楽,2688,ア　音楽づくりについての知識や技能を得たり生かしたりしながら，次の(ｱ)及び(ｲ)をできるようにすること。,82802C3131000000
音楽,2689,(ｱ) 即興的に表現することを通して，音楽づくりの発想を得ること。,82802C3131100000
音楽,2690,(ｲ) 音を音楽へと構成することを通して，どのようにまとまりを意識した音楽をつくるかについて思いや意図をもつこと。,82802C3131200000
音楽,2691,イ　次の(ｱ)及び(ｲ)について，それらが生み出すよさや面白さなどと関わらせて気付くこと。　,82802C3132000000
音楽,2692,(ｱ) いろいろな音の響きやそれらの組合せの特徴,82802C3132100000
音楽,2693,(ｲ) 音やフレーズのつなげ方や重ね方の特徴,82802C3132200000
音楽,2694,ウ　発想を生かした表現や，思いや意図に合った表現をするために必要な次の(ｱ)及び(ｲ)の技能を身に付けること。,82802C3133000000
音楽,2695,(ｱ) 設定した条件に基づいて，即興的に音を選択したり組み合わせたりして表現する技能,82802C3133100000
音楽,2696,(ｲ) 音楽の仕組みを用いて，音楽をつくる技能,82802C3133200000
音楽,2697,Ｂ　鑑賞,82802C3200000000
音楽,2698,(1) 鑑賞の活動を通して，次の事項を身に付けることができるよう指導する。,82802C3210000000
音楽,2699,ア　鑑賞についての知識を得たり生かしたりしながら，曲や演奏のよさなどを見いだし，曲全体を味わって聴くこと。　　,82802C3211000000
音楽,2700,イ　曲想及びその変化と，音楽の構造との関わりについて気付くこと。,82802C3212000000
音楽,2701,〔共通事項〕,82802C3300000000
音楽,2702,(1) 「Ａ表現」及び「Ｂ鑑賞」の指導を通して，次の事項を身に付けることができるよう指導する。,82802C3310000000
音楽,2703,ア　音楽を形づくっている要素を聴き取り，それらの働きが生み出すよさや面白さ，美しさを感じ取りながら，聴き取ったことと感じ取ったこととの関わりについて考えること。,82802C3311000000
音楽,2704,イ　音楽を形づくっている要素及びそれらに関わる音符，休符，記号や用語について，音楽における働きと関わらせて理解すること。,82802C3312000000
音楽,2705,３　内容の取扱い,82802C5000000000
音楽,2706,(1) 歌唱教材は次に示すものを取り扱う。,82802C5100000000
音楽,2707,ア　主となる歌唱教材については，各学年ともイの共通教材を含めて，斉唱及び簡単な合唱で歌う曲,82802C5110000000
音楽,2708,イ　共通教材,82802C5120000000
音楽,2709,〔第３学年〕,8.28024E+15
